study_id,nct_id,title,status,phase,study_type,start_date,completion_date,primary_completion_date,enrollment,gender
667,NCT04828772,A Study of Anticoagulation Treatment Patterns and Outcomes of Participants Hospitalized With Coronavirus Disease 2019 (COVID-19) in Japan,"Active, not recruiting",,Observational,2020-08-17,2021-06-30,2021-01-31,9282,All
668,NCT04610801,Evaluation of the Efficacy of Xylitol Nasal Spray Against SARS-CoV-2,Recruiting,Phase 3,Interventional,2020-08-08,2021-08-08,2021-08-08,200,All
669,NCT04408066,COVID-19: A POC Test Under Research & Evaluation,Recruiting,,Interventional,2020-04-30,2022-04-30,2022-04-30,2000,All
670,NCT04379154,Analysis of Volatile Organic Compounds by Electronic Noses in Hospitalised Patients for an Infection by SARS-COV-2 (COVID-19),Recruiting,,Interventional,2020-04-14,2021-04-01,2021-04-01,60,All
671,NCT04405232,Coagulopathy in COVID19 - A Multi-Centre Observational Study in UK,Recruiting,,Observational,2020-05-25,2021-06-25,2021-04-25,5000,All
672,NCT04361318,Hydroxychloroquine and Nitazoxanide Combination Therapy for COVID-19,Not yet recruiting,Phase 2|Phase 3,Interventional,2020-05-01,2020-12-01,2020-10-01,100,All
673,NCT04371679,Changes in Cardiac and Pulmonary Hemodynamics as Predictor of Outcome in Hospitalized COVID-19 Patients,Recruiting,,Observational,2020-04-01,2020-12-01,2020-10-01,40,All
674,NCT04344002,LunG and Melanoma canceR pAtients coVId19 Disease (GRAVID),Recruiting,,Observational,2020-04-21,2021-06-30,2021-06-30,200,All
675,NCT04834934,Artificial Intelligence - SARS-CoV-2 Risk Evaluation,Recruiting,,Observational,2020-02-16,2021-06-01,2020-09-30,2000,All
676,NCT04604678,Pilot Study Into the Use of Metformin and LDN for Patients With COVID-19,Not yet recruiting,Phase 2,Interventional,2021-02-01,2021-10-01,2021-08-01,80,All
677,NCT04568707,Evaluation of Biological Response to SARS-COV2 (COVID-19) in Patients With Pre-existing Neurological Disease or Newly Neurological Symptoms (BIO-COCO-NEUROSCIENCES),Recruiting,,Interventional,2020-10-23,2022-10-15,2022-10-15,200,All
678,NCT04648410,Corticosteroids in Severe COVID-19(ASAP-C Study),Recruiting,,Observational,2021-02-16,2021-12-01,2021-03-30,2000,All
679,NCT04513964,Impact of COVID-19 on the Benefit of Cardiac Rehabilitation,Recruiting,,Observational,2020-11-01,2021-06-30,2020-12-31,60,All
680,NCT04409899,The Utility of Enhanced Pre and Post-surgical Work-out to Prevent the Spread of COVID-19 in a Large Urology Department,"Active, not recruiting",,Observational,2020-03-20,2020-12-31,2020-06-30,300,All
681,NCT04768179,Safety & Efficacy of Low Dose Aspirin / Ivermectin Combination Therapy for Treatment of Covid-19 Patients,Not yet recruiting,Phase 2|Phase 3,Interventional,2021-02-19,2021-09-30,2021-06-30,490,All
682,NCT04542044,Evaluation of the Safety and Outcomes of Outpatient Management With Mild to Moderate COVID-19 Pneumonia,Completed,,Observational,2020-04-02,2020-06-30,2020-05-05,40,All
683,NCT04363840,"The LEAD COVID-19 Trial: Low-risk, Early Aspirin and Vitamin D to Reduce COVID-19 Hospitalizations",Not yet recruiting,Phase 2,Interventional,2020-05-01,2020-12-01,2020-12-01,1080,All
684,NCT04384497,Convalescent Plasma for Treatment of COVID-19: An Exploratory Dose Identifying Study,Recruiting,Phase 1|Phase 2,Interventional,2020-05-07,2020-12-01,2020-06-01,50,All
685,NCT04766294,Macrophage Activation Markers in COVID-19 Patients,Recruiting,,Observational,2020-04-25,2021-04-01,2021-03-15,70,All
686,NCT04401085,COVID-19: Herd Immunity Study in the Czech Republic,Completed,,Observational,2020-04-23,2020-05-01,2020-05-01,27000,All
687,NCT04623138,A Virtual Prospective Study Exploring Activity Trackers and COVID-19 Infections,Not yet recruiting,,Observational,2020-11-01,2021-05-01,2021-05-01,950,All
688,NCT04420741,Infusion of Prostacyclin (Iloprost) vs Placebo for 72-hours in COVID-19 Patients With Respiratory Failure,"Active, not recruiting",Phase 2,Interventional,2020-06-15,2021-04-23,2021-02-23,80,All
689,NCT04824365,Sodium Pyruvate Nasal Spray Treatment of COVID-19 and Influenza Infections,Recruiting,Phase 2|Phase 3,Interventional,2021-04-03,2022-06-01,2022-05-01,60,All
690,NCT04355702,Covid-19 in Lupus Patients,Completed,,Observational,2020-03-01,2020-12-30,2020-12-01,130,All
691,NCT04432779,Impact of COVID-19 Infection During Pregnancy on Newborns and Young Children,Recruiting,,Observational,2020-05-25,2024-06-01,2024-06-01,3000,All
692,NCT04818489,Colchicine and Post-COVID-19 Pulmonary Fibrosis,Recruiting,Phase 4,Interventional,2021-03-25,2021-07-10,2021-05-25,250,All
693,NCT04333693,Outcomes of Vascular Surgery in COVID-19 Infection: National Cohort Study,Not yet recruiting,,Observational,2020-04-01,2020-11-01,2020-10-01,50,All
694,NCT04709003,Covid-19 Vaccine Effectiveness in Healthcare Personnel in Clalit Health Services in Israel (CoVEHPI),Recruiting,,Observational,2020-12-23,2022-06-01,2022-06-01,4504,All
695,NCT04844632,"COVID19 Vaccination: Clinical, Laboratory and Cellular Monitoring",Recruiting,,Observational,2021-02-11,2022-05-21,2022-04-01,5000,All
696,NCT04534621,How Brazilian Chiropractors Are Facing the COVID-19 Pandemic,Not yet recruiting,,Observational,2020-08-26,2020-09-18,2020-09-06,948,All
697,NCT04357496,COVID-19 Epidemic Response Study,Not yet recruiting,,Observational,2020-12-20,2021-11-30,2021-10-30,400,All
698,NCT04741178,PAtterns and Extension in COVID-19 Related Interstitial Pneumonia: CT Analysis,Recruiting,,Observational,2020-03-20,2021-12-31,2021-01-02,600,All
699,NCT04542980,Qualitative Evaluation of Tear Fluid and Blood for Auto Antibodies Produced in Response to COVID-19,Not yet recruiting,,Observational,2020-09-15,2020-12-31,2020-12-31,200,All
700,NCT04565067,Identification and Characterization of SARS-CoV-2 Specific CD8 T Cells in Humans,Recruiting,,Observational,2021-04-19,2022-09-01,2021-12-31,120,All
701,NCT04809948,Effects of COVID 19 Vaccine on Egyptian Population,Not yet recruiting,,Observational,2021-03-01,2021-12-30,2021-09-01,800,All
702,NCT04562285,Sustained Immunity to SARS-CoV-2,Recruiting,,Observational,2020-06-23,2021-06-01,2021-06-01,500,All
703,NCT04701658,A Real World Study of Bamlanivimab in Participants With Mild-to-moderate Coronavirus Disease 2019 (COVID-19),Recruiting,Phase 2,Interventional,2021-02-01,2021-08-07,2021-06-07,3000,All
704,NCT04359303,Indirect Endovenous Systemic Ozone for New Coronavirus Disease (COVID19) in Non-intubated Patients,Not yet recruiting,Phase 3,Interventional,2020-07-01,2020-12-01,2020-11-01,50,All
705,NCT04395599,Risk of Air Contamination During Visceral Surgery in COVID19 Patients,Not yet recruiting,,Interventional,2020-05-01,2020-10-01,2020-10-01,40,All
706,NCT04772833,"Spanish Study to Analyze the Histopathological, Ultrastructural and Microbiological Findings Obtained in Autopsies of Patients Who Died Due to COVID-19",Recruiting,,Observational,2020-06-05,2021-12-31,2021-12-31,50,All
707,NCT04676867,Effect of Dalcetrapib in Patients With Confirmed Mild to Moderate COVID-19,Recruiting,Phase 2,Interventional,2021-01-11,2021-05-01,2021-05-01,208,All
708,NCT04604704,Pilot Study Into LDN and NAD+ for Treatment of Patients With Post-COVID-19 Syndrome,Recruiting,Phase 2,Interventional,2021-01-28,2021-10-01,2021-08-01,60,All
709,NCT04337762,Beat COVID-19 - Observational Trial,Recruiting,,Observational,2020-04-06,2021-07-01,2020-12-01,100000,All
710,NCT04834947,Hemodynamic Effect of Prone Position in Non-intubated Patient With COVID 19,Not yet recruiting,,Observational,2021-04-15,2021-12-15,2021-12-15,30,All
711,NCT04533399,A Study Looking at the Effectiveness and Safety of a COVID-19 Vaccine in South African Adults,Recruiting,Phase 2,Interventional,2020-08-17,2021-11-01,2021-11-01,4400,All
712,NCT04753476,Treatment of Severe COVID-19 Patients Using Secretome of Hypoxia-Mesenchymal Stem Cells in Indonesia,Recruiting,Phase 2,Interventional,2020-06-08,2021-08-08,2021-06-08,48,All
713,NCT04341506,Non-contact ECG Sensor System for COVID19,Recruiting,,Observational,2020-09-08,2021-12-15,2021-07-15,100,All
714,NCT04361604,Clinical Characterisation Protocol for COVID-19 in People Living With HIV,Not yet recruiting,,Observational,2020-04-01,2020-10-01,2020-10-01,270,All
715,NCT04729140,An Outpatient Clinical Trial Using Ivermectin and Doxycycline in COVID-19 Positive Patients at High Risk to Prevent COVID-19 Related Hospitalization,Recruiting,Phase 4,Interventional,2020-12-28,2022-03-28,2021-12-28,150,All
716,NCT04621123,Plasma for Early Treatment in Non-hospitalised Mild or Moderate COVID-19 Patients,Recruiting,Phase 2,Interventional,2020-10-30,2021-10-01,2021-06-15,474,All
717,NCT04751734,Impact of Maternal COVID-19 Vaccines on Breast Milk,Enrolling by invitation,,Observational,2021-01-16,2021-12-01,2021-12-01,150,Female
718,NCT04526054,Morphological Abnormalities of the Olfactory Bulb on MRI and Olfactometry in Anosmic Versus Normosmic COVID-19 Patients,Recruiting,,Interventional,2020-09-03,2021-09-03,2021-09-03,30,All
719,NCT04506268,COVID-19 SAFE Enrollment,Completed,,Interventional,2020-09-09,2020-10-30,2020-10-30,412,All
720,NCT04365985,Study of Immunomodulation Using Naltrexone and Ketamine for COVID-19,Recruiting,Phase 2,Interventional,2020-04-29,2021-08-01,2021-05-01,500,All
721,NCT04786353,Long COVID Kids DK - Investigating Long-term Covid-19,Not yet recruiting,,Observational,2021-04-01,2023-04-01,2023-04-01,300000,All
722,NCT04335747,COVID-19 Infection in Vulnerable Patients With Inflammatory Rheumatic Diseases,Recruiting,,Observational,2020-04-23,2021-09-01,2021-08-01,333,All
723,NCT04659239,"The Efficacy, Safety and Immunogenicity Study of Inactivated SARS-CoV-2 Vaccine for Preventing Against COVID-19",Enrolling by invitation,Phase 3,Interventional,2021-01-28,2022-07-01,2021-09-01,34020,All
724,NCT04390178,Convalescent Plasma as Treatment for Acute Coronavirus Disease (COVID-19),"Active, not recruiting",Phase 1|Phase 2,Interventional,2020-04-10,2020-12-01,2020-06-01,10,All
725,NCT04438941,Contribution of a Prone Team in Intensive Care During the Covid-19 Epidemic,Recruiting,,Observational,2020-03-25,2020-06-20,2020-06-20,100,All
726,NCT04340050,COVID-19 Convalescent Plasma,Completed,Early Phase 1,Interventional,2020-04-10,2020-12-23,2020-12-23,10,All
727,NCT04406324,COVID-19: Respiratory and Sleep Follow-up,Recruiting,,Observational,2020-06-01,2026-03-05,2021-03-05,400,All
728,NCT04516746,"Phase III Double-blind, Placebo-controlled Study of AZD1222 for the Prevention of COVID-19 in Adults","Active, not recruiting",Phase 3,Interventional,2020-08-28,2023-02-14,2021-03-05,32459,All
729,NCT04716179,Prospective Two-arm Study of Fertility in Men With COVID-19,Recruiting,,Interventional,2021-01-18,2021-05-18,2021-05-18,88,Male
730,NCT04584671,Lung Structure-Function In Survivors of Mild and Severe COVID-19 Infection,Not yet recruiting,,Observational,2020-12-01,2024-12-01,2022-12-01,200,All
731,NCT04448119,Control of COVID-19 Outbreaks in Long Term Care,Recruiting,Phase 2,Interventional,2020-10-16,2021-03-01,2021-03-01,760,All
732,NCT04555109,Convalescent Plasma for COVID-19 Research Donor Study,Recruiting,,Observational,2020-06-30,2022-03-31,2021-06-30,1000,All
733,NCT04369859,Obstetric and Perinatal Outcomes of Women With COVID-19,Recruiting,,Observational,2020-04-23,2021-04-22,2021-04-22,1300,Female
734,NCT04412746,Covid-19 and Diabetes in West of Algeria,Recruiting,,Observational,2020-04-01,2020-06-30,2020-06-30,100,All
735,NCT04524507,COVID-19 Antibody Plasma Research Study in Hospitalized Patients,Recruiting,Phase 2,Interventional,2020-08-27,2021-05-01,2021-05-01,56,All
736,NCT04753242,Psychosocial Care During the COVID-19 Pandemic in Acute Hospitals,Recruiting,,Observational,2020-12-08,2021-07-31,2021-07-31,150,All
737,NCT04539626,Estrogen Therapy in Non-severe COVID-19 Patients,Recruiting,,Interventional,2020-10-01,2022-12-01,2021-07-01,60,All
738,NCT04591015,Dulce Digital-COVID Aware (DD-CA) Discharge Texting Platform for US/Mexico Border Hispanics With Diabetes + COVID-19,Recruiting,Phase 3,Interventional,2021-02-01,2021-08-31,2021-07-31,172,All
739,NCT04610554,Lung Diffusing Capacity for Nitric Oxide and Carbon Monoxide Early After Mild-to-severe COVID-19,Completed,,Observational,2020-05-14,2020-10-12,2020-10-12,74,All
740,NCT04369820,C5a Receptor Expression - COVID-19 (C5-COV),Recruiting,,Interventional,2020-03-31,2020-11-01,2020-09-01,100,All
741,NCT04788394,Renal Involvement in Hospitalized Children With COVID-19,Recruiting,,Observational,2021-03-01,2021-12-31,2021-12-31,500,All
742,NCT04503525,Nutritional Assessment of Hospitalized Patients With COVID-19,Recruiting,,Observational,2020-05-25,2021-06-30,2021-05-25,50,All
743,NCT04625738,Efficacy of Infusions of MSC From Wharton Jelly in the SARS-Cov-2 (COVID-19) Related Acute Respiratory Distress Syndrome,Not yet recruiting,Phase 2,Interventional,2020-11-06,2022-08-06,2022-05-16,30,All
744,NCT04395872,Psychiatric Consultation for COVID-19 Patients,Not yet recruiting,,Observational,2020-05-28,2020-12-31,2020-12-31,54,All
745,NCT04497441,Netizens' Perception of COVID-19 Information & Information Sources.,Recruiting,,Observational,2020-06-10,2020-08-15,2020-08-10,385,All
746,NCT04402892,COVID-19: SARS-CoV-2 Specific Memory B and T-CD4+ Cells,Not yet recruiting,,Interventional,2020-06-01,2021-03-01,2021-03-01,60,All
747,NCT04609774,Aerosol Transmission of Severe Acute Respiratory Syndrome Coronavirus of Coronavirus Disease 2019,Completed,,Observational,2020-10-08,2020-12-01,2020-11-20,8,All
748,NCT04552951,Effect of Vitamin D on Morbidity and Mortality of the COVID-19,Recruiting,Phase 4,Interventional,2020-04-04,2020-12-30,2020-09-14,80,All
749,NCT04383444,Surveillance of Individuals Following SARS-CoV-2 Exposure,Recruiting,,Observational,2020-07-07,2023-08-01,2023-08-01,1050,All
750,NCT04434118,Anti-rheumatic Drug Use and Risk of COVID-19 Infection in Rheumatoid Arthritis Patients,Enrolling by invitation,,Observational,2020-03-20,2021-12-30,2021-12-30,600,All
751,NCT04473352,COVID-19 Detection Tests in Different Body Fluids,Not yet recruiting,,Observational,2020-09-01,2021-11-01,2021-09-01,80,Male
752,NCT04406493,Monitoring COVID-19 Patients' Lung Fluid Using Impedance Technique,Recruiting,,Interventional,2020-04-28,2021-04-28,2021-04-28,50,All
753,NCT04425889,COVID-19 Antibodies Among Healthcare Workers,Completed,,Observational,2020-05-05,2020-06-01,2020-05-30,156,All
754,NCT04408170,Facilitating AcceLerated Clinical Validation Of Novel Diagnostics for COVID-19 (FALCON-C19),Recruiting,,Observational,2020-06-19,2021-06-30,2021-06-30,1000,All
755,NCT04323514,Use of Ascorbic Acid in Patients With COVID 19,Recruiting,,Interventional,2020-03-13,2021-03-13,2021-03-13,500,All
756,NCT04323800,Convalescent Plasma to Stem Coronavirus (CSSC-001),"Active, not recruiting",Phase 2,Interventional,2020-06-10,2023-01-01,2022-12-31,500,All
757,NCT04501822,One-year Cardiac Follow-up of Patients With COVID-19 Pneumonia,Recruiting,,Observational,2020-07-19,2021-12-31,2021-07-19,380,All
758,NCT04705844,Study of Adalimumab or Placebo in Patients With Mild to Moderate COVID-19 (COMBAAT),Not yet recruiting,Phase 3,Interventional,2021-05-01,2022-01-01,2021-11-01,1444,All
759,NCT04716426,APT™ T3X on the COVID-19 Contamination Rate,Completed,,Interventional,2021-01-28,2021-03-25,2021-03-25,100,All
760,NCT04491994,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Completed,Phase 3,Interventional,2020-04-10,2020-05-31,2020-05-31,540,All
761,NCT04826640,Observational Maternal COVID-19 Vaccination Study,Not yet recruiting,,Observational,2021-05-01,2023-05-01,2023-05-01,350,Female
762,NCT04389515,"Postoperative Recovery Index, Patient Expectations and Satisfaction With Prenatal Care Instrument in Pregnant Patients With COVID-19",Recruiting,,Observational,2020-05-14,2020-09-30,2020-09-25,75,Female
763,NCT04526769,Detecting SARS-CoV-2 in Tears,Not yet recruiting,,Observational,2020-09-01,2021-04-01,2021-04-01,30,All
764,NCT04836065,ESICM UNITE COVID-19 Project (UNITE-COVID),Completed,,Observational,2020-07-01,2020-12-31,2020-09-30,4995,All
765,NCT04389294,HSS Covid-19 Antibody Serology Among Surgeons & Anesthesiologists,Completed,,Interventional,2020-05-05,2020-09-04,2020-06-16,143,All
766,NCT04405271,TAF/FTC for Pre-exposure Prophylaxis of COVID-19 in Healthcare Workers (CoviPrep Study),Not yet recruiting,Phase 3,Interventional,2020-07-31,2020-11-15,2020-11-15,1378,All
767,NCT04380896,COVID-19 Staff Testing of Antibody Responses Study (Co-Stars),Recruiting,,Observational,2020-04-27,2026-07-27,2026-07-27,1000,All
768,NCT04527575,"Study of the Safety, Reactogenicity and Immunogenicity of ""EpiVacCorona"" Vaccine for the Prevention of COVID-19","Active, not recruiting",Phase 1|Phase 2,Interventional,2020-07-27,2021-05-01,2021-05-01,100,All
769,NCT04369300,Anxiety And Depression During COVID-19 IN INDIA,Recruiting,,Observational,2020-04-24,2021-02-24,2020-11-24,1000,All
770,NCT04573634,A Registry Study of COVID-19 Serologic and Virologic Testing to Accelerate Recovery and Transition,Recruiting,,Observational,2020-05-15,2023-12-31,2023-12-31,960,All
771,NCT04628637,High GRP78 Levels in Covid-19 Infection: A Case-Control Study,Completed,,Observational,2020-04-16,2020-10-10,2020-10-01,144,All
772,NCT04394026,Imaging Feature of SARS-CoV2 Infection,Recruiting,,Observational,2020-04-16,2021-07-31,2021-06-30,500,All
773,NCT04384055,Predicting Outcomes for Covid-19 Using Sonography,Enrolling by invitation,,Observational,2020-03-21,2021-12-31,2021-12-31,200,All
