study_id,nct_id,title,status,phase,study_type,start_date,completion_date,primary_completion_date,enrollment,gender
3522,NCT04526717,Heat Shock Protein Inhibitor- MPT0B640 for COVID-19 Infection,Not yet recruiting,Phase 1,Interventional,2021-12-01,2022-12-01,2022-12-01,15,All
3523,NCT04347980,Dexamethasone Treatment for Severe Acute Respiratory Distress Syndrome Induced by COVID-19,Recruiting,Phase 3,Interventional,2020-04-01,2020-08-01,2020-06-01,122,All
3524,NCT04368143,COVID-19 Immune Repertoire Sequencing,Recruiting,,Observational,2020-04-01,2021-12-31,2021-12-30,100,All
3525,NCT04545008,Trial of Famotidine & N-Acetyl Cysteine for Outpatients With COVID-19,Recruiting,Phase 1,Interventional,2020-10-20,2021-10-31,2021-09-30,42,All
3526,NCT04568863,Efficacy of Intravenous Melatonin on Mortality in Adult Patients Admitted to the Intensive Care Unit With COVID-19,Completed,Phase 2,Interventional,2020-06-20,2020-11-30,2020-11-30,18,All
3527,NCT04348474,Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Ambulatory Patients With Mild COVID-19,Suspended,Early Phase 1,Interventional,2020-04-20,2020-07-31,2020-06-30,200,All
3528,NCT04383899,Role of Ibuprofen and Other Medicines on Severity of Coronavirus Disease 2019,Withdrawn,,Observational,2020-09-30,2020-11-30,2020-10-31,0,All
3529,NCT04504734,Bucillamine in Treatment of Patients With COVID-19,Enrolling by invitation,Phase 3,Interventional,2020-11-27,2021-06-01,2021-05-01,1000,All
3530,NCT04365517,The Effect of Sitagliptin Treatment in COVID-19 Positive Diabetic Patients,Not yet recruiting,Phase 3,Interventional,2020-12-29,2021-12-30,2021-03-30,170,All
3531,NCT04360837,PEEP Incremental and Decremental Alveolar Recruitment of Critically Ill Corona Virus Disease-19 (COVID-19) Patients,Recruiting,,Interventional,2020-05-06,2021-06-01,2021-06-01,10,All
3532,NCT04552379,The Containing Coronavirus Disease 19 (COVID-19) Trial,Recruiting,Phase 3,Interventional,2020-12-01,2021-12-01,2021-04-01,1240,All
3533,NCT04505631,Follow-up of Respiratory Sequelae of Hospitalized Patients With COVID-19,Recruiting,,Observational,2020-06-10,2021-06-01,2021-06-01,100,All
3534,NCT04661930,Fenofibrate for Patients With COVID-19 Requiring Hospitalization,Recruiting,Phase 3,Interventional,2020-12-13,2021-12-01,2021-04-01,50,All
3535,NCT04528927,"Evaluation of the Efficacy and Safety of Treatments for Patients Hospitalized for COVID-19 Infection Without Signs of Acute Respiratory Failure, in Tunisia",Withdrawn,Phase 3,Interventional,2020-05-15,2020-07-15,2020-07-15,0,All
3536,NCT04374552,Asymptomatic COVID-19 Trial,Withdrawn,Phase 2,Interventional,2020-05-05,2021-04-01,2020-11-01,0,All
3537,NCT04412668,Study to Evaluate the Safety and Efficacy of ATYR1923 In Patients With Severe Pneumonia Related to COVID-19,Completed,Phase 2,Interventional,2020-06-12,2020-12-21,2020-12-21,32,All
3538,NCT04315987,NestaCell® Mesenchymal Stem Cell to Treat Patients With Severe COVID-19 Pneumonia,Not yet recruiting,Phase 2,Interventional,2020-06-01,2020-08-01,2020-08-01,90,All
3539,NCT04329572,Efficacy and Safety of Hydroxychloroquine and Azithromycin for the Treatment of Hospitalized Patients With Moderate to Severe COVID-19,Suspended,Early Phase 1,Interventional,2020-04-23,2020-06-30,2020-05-31,400,All
3540,NCT04416009,Extracellular Water in Covid 19 Pneumonia,Recruiting,,Observational,2020-07-05,2021-02-20,2020-12-20,52,All
3541,NCT04371367,"Avdoralimab an Anti-C5aR Antibody, in Patients With COVID-19 Severe Pneumonia ( FORCE )","Active, not recruiting",Phase 2,Interventional,2020-04-27,2021-03-01,2021-03-01,208,All
3542,NCT04412772,Trial of Tocilizumab for Treatment of Severe COVID-19: ARCHITECTS,Recruiting,Phase 3,Interventional,2020-06-12,2021-12-31,2021-12-31,300,All
3543,NCT04486482,A Clinical Study to Assess the Physiologic Effects of KB109 in Patients With COVID-19 on Gut Microbiota Structure and Function,Recruiting,,Interventional,2021-01-12,2021-03-01,2021-03-01,50,All
3544,NCT04586153,Study to Assess the Effect of Meplazumab on COVID-19,Not yet recruiting,Phase 2|Phase 3,Interventional,2020-12-30,2021-09-30,2021-04-28,456,All
3545,NCT04341675,Sirolimus Treatment in Hospitalized Patients With COVID-19 Pneumonia,Recruiting,Phase 2,Interventional,2020-04-24,2020-09-01,2020-07-01,30,All
3546,NCT04698083,"Electrocardiographic QRS Axis Shift ,Rotation and COVİD-19",Completed,,Observational,2020-07-22,2020-11-05,2020-10-15,160,All
3547,NCT04453579,"Bariatric Surgery During Lockdown, Impact of COVID-19 on Physical and Mental Health",Completed,,Observational,2020-03-09,2020-05-30,2020-05-04,116,All
3548,NCT04345601,Mesenchymal Stromal Cells for the Treatment of SARS-CoV-2 Induced Acute Respiratory Failure (COVID-19 Disease),Recruiting,Phase 1|Phase 2,Interventional,2021-02-12,2022-10-01,2022-10-01,30,All
3549,NCT04461925,Treatment of Coronavirus COVID-19 Pneumonia (Pathogen SARS-CoV-2) With Cryopreserved Allogeneic P_MMSCs and UC-MMSCs,Recruiting,Phase 1|Phase 2,Interventional,2020-05-02,2021-12-01,2021-05-02,30,All
3550,NCT04812041,Relationship Between Delirium Severity by CAM-ICU 7 and 4C Mortality Score of the COVID-19 Patients in ICU,Recruiting,,Observational,2021-01-21,2021-05-25,2021-05-15,150,All
3551,NCT04364737,CONTAIN COVID-19: Convalescent Plasma to Limit COVID-19 Complications in Hospitalized Patients,"Active, not recruiting",Phase 2,Interventional,2020-04-17,2021-06-14,2021-03-29,384,All
3552,NCT04672564,Study to Evaluate Safety and Efficacy of Carrimycin for Treatment of Severe Coronavirus Disease 2019 (COVID-19) in Hospitalized Patients,Recruiting,Phase 3,Interventional,2021-03-30,2021-06-30,2021-06-30,300,All
3553,NCT04366050,Ramipril for the Treatment of COVID-19,Recruiting,Phase 2,Interventional,2020-05-11,2021-05-01,2021-05-01,560,All
3554,NCT04363502,Use of the Interleukin-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection,Recruiting,Phase 2,Interventional,2020-05-07,2021-06-01,2021-06-01,30,All
3555,NCT04666012,Safety and Immunogenicity Study of AdCLD-CoV19: A COVID-19 Preventive Vaccine in Healthy Volunteers,Recruiting,Phase 1|Phase 2,Interventional,2020-12-29,2022-04-01,2021-03-01,150,All
3556,NCT04581291,The Effect of Aerobic Exercise on Immune Biomarkers and Symptoms Severity and Progression in Patients With COVID-19: A Pilot Randomized Control Trial,Completed,,Interventional,2020-01-01,2020-10-01,2020-06-01,30,All
3557,NCT04365127,Progesterone for the Treatment of COVID-19 in Hospitalized Men,Completed,Phase 1,Interventional,2020-04-27,2020-08-20,2020-08-20,40,Male
3558,NCT04565379,Clinical Trial to Investigate the Efficacy and Safety of NuSepin® in COVID-19 Pneumonia Patients,Recruiting,Phase 2,Interventional,2020-09-25,2021-04-30,2021-04-30,60,All
3559,NCT04455308,COVID-19 and Chilblains,Completed,,Interventional,2020-07-21,2020-10-19,2020-10-19,269,All
3560,NCT04359992,Study of Hemostasis in Case of Severe COVID-19,Not yet recruiting,,Observational,2020-04-17,2021-05-01,2021-04-17,50,All
3561,NCT04486508,Intermediate-dose vs Standard Prophylactic Anticoagulation and Statin vs Placebo in ICU Patients With COVID-19,Recruiting,Phase 3,Interventional,2020-07-30,2021-05-07,2021-04-07,600,All
3562,NCT04308317,Tetrandrine Tablets Used in the Treatment of COVID-19,Enrolling by invitation,Phase 4,Interventional,2020-03-05,2021-05-01,2021-03-01,60,All
3563,NCT04375137,Correlation Between Oxidative Stress Status and COVID-19 Severity,Recruiting,,Observational,2020-04-20,2021-05-30,2021-04-01,90,All
3564,NCT04809974,Clinical Trial of Niagen to Examine Recovery in People With Persistent Cognitive and Physical Symptoms After COVID-19 Illness (Long-COVID),Not yet recruiting,Phase 4,Interventional,2021-04-01,2022-12-31,2022-12-31,100,All
3565,NCT04421508,A Study to Assess Pulsed Inhaled Nitric Oxide vs Placebo in Subjects With Mild or Moderate COVID-19,"Active, not recruiting",Phase 3,Interventional,2020-07-12,2021-06-01,2020-12-28,500,All
3566,NCT04390061,TOFAcitinib Plus Hydroxycloroquine vs Hydroxycloroquine in Patients With COVID-19 Interstitial Pneumonia,Not yet recruiting,Phase 2,Interventional,2020-06-01,2020-10-01,2020-09-01,116,All
3567,NCT04412304,Anticoagulant Therapy and 28-days Mortality in Critically Ill COVID-19 Patients,Completed,,Observational,2020-03-06,2020-05-28,2020-04-30,166,All
3568,NCT04637867,COVID-19 - Multicentre Study on Nosocomial Transmission of SARS-CoV-2 Virus: an Ancillary Study (NOSO-COR IMMUNO),Recruiting,,Interventional,2020-11-23,2021-11-01,2021-11-01,200,All
3569,NCT04325672,Convalescent Plasma to Limit Coronavirus Associated Complications,Withdrawn,Phase 2,Interventional,2020-04-01,2022-12-31,2022-12-31,0,All
3570,NCT04561193,Investigation of Subsequent and Co-infections Associated With SARS-CoV-2 (COVID-19),Recruiting,,Observational,2020-05-30,2021-05-01,2020-12-01,200,All
3571,NCT04623619,Efficacy and Safety of Acetyl L-Carnitine in COVID-19 Patients With Mild-to-Moderate Disease,Not yet recruiting,,Interventional,2020-12-15,2021-07-31,2021-04-29,100,All
3572,NCT04398290,iNOPulse for COVID-19,Withdrawn,Phase 2,Interventional,2020-12-01,2021-07-15,2021-06-01,0,All
3573,NCT04590222,Impact of a Monoamine Oxidase Inhibitor on the Phenotype of Blood Mononucleated Cells in Patients With COVID-19,Not yet recruiting,,Observational,2020-11-01,2021-11-01,2021-11-01,80,All
3574,NCT04460105,Lanadelumab in Participants Hospitalized With COVID-19 Pneumonia,Withdrawn,Phase 1,Interventional,2020-10-31,2021-01-27,2021-01-27,0,All
3575,NCT04696601,Rapid Screening for Olfactory Disorders in Covid-19 Infection,Not yet recruiting,,Interventional,2021-01-10,2022-02-10,2021-02-10,2000,All
3576,NCT04703478,RespiraConNosotros:a Mobile Application for COVID-19 Respiratory Rehabilitation.,Not yet recruiting,,Interventional,2021-01-20,2021-04-20,2021-04-20,20,All
3577,NCT04355052,"Open Label Study to Compare Efficacy, Safety and Tolerability of Hydroxychloroquine Combined With Azithromycin Compared to Hydroxychloroquine Combined With Camostat Mesylate and to ""no Treatment"" in SARS CoV 2 Virus",Recruiting,Phase 3,Interventional,2020-04-11,2020-12-11,2020-10-11,250,All
3578,NCT04477902,Long-Term Experience and Health Effects of COVID-19,Suspended,,Observational,2020-07-01,2022-07-01,2022-07-01,50000,All
3579,NCT04802044,"COVID-19, Aging, and Cardiometabolic Risk Factors Study",Recruiting,,Observational,2020-12-08,2022-12-31,2022-02-28,500,All
3580,NCT04731870,Exploring Vaccine Confidence and Uptake of Potential COVID-19 Vaccines,Not yet recruiting,,Observational,2021-02-01,2023-01-01,2023-01-01,632,All
3581,NCT04488575,Safety and Efficacy of EDP1815 in the Treatment of Patients Hospitalized With COVID-19 Infection,Recruiting,Phase 2,Interventional,2020-08-26,2021-07-06,2021-07-06,60,All
3582,NCT04703140,COVIDISC: Rapid Diagnostic Tests on Nasopharyngeal Swabs for the Detection of COVID-19,Recruiting,,Interventional,2021-02-11,2022-09-11,2022-08-11,350,All
3583,NCT04407130,Efficacy and Safety of Ivermectin and Doxycycline in Combination or IVE Alone in Patients With COVID-19 Infection.,Completed,Phase 2,Interventional,2020-06-16,2020-11-20,2020-10-30,72,All
3584,NCT04412226,Effect of Using Barrier Devices for Intubation in COVID-19 Patients,Completed,,Observational,2020-06-10,2020-06-30,2020-06-30,13,All
3585,NCT04794803,Reparixin in COVID-19 Pneumonia - Efficacy and Safety,Terminated,Phase 2|Phase 3,Interventional,2020-05-05,2021-02-02,2020-11-30,55,All
3586,NCT04365101,Natural Killer Cell (CYNK-001) Infusions in Adults With COVID-19,Recruiting,Phase 1|Phase 2,Interventional,2020-05-13,2022-06-30,2021-12-30,86,All
3587,NCT04358926,Hyperbaric Oxygen Therapy Effect in COVID-19 RCT (HBOTCOVID19),Completed,,Interventional,2020-04-30,2020-11-01,2020-10-15,30,All
3588,NCT04481516,Yoga in NHS Health Care Workers With COVID-19 Related Stress,Recruiting,,Observational,2020-07-01,2021-02-01,2020-12-31,30,All
3589,NCT04435353,Assessment of the Effectiveness of Vibroacoustic Therapy for Respiratory Failure Caused by COVID 19,Recruiting,,Interventional,2020-03-22,2021-02-01,2020-12-31,200,All
3590,NCT04686409,App-based Symptom Tracking After Corona Vaccination (CoCoV),Not yet recruiting,,Observational,2021-01-11,2022-08-31,2022-01-31,500,All
3591,NCT04340219,"Oncology-patient-reported Anxiety, Mood, and QoL During the COVID-19 Pandemic",Completed,,Observational,2020-03-30,2020-09-18,2020-04-10,394,All
3592,NCT04393233,Drug Management of Rheumatoid Arthritis in Covid-19 Context : Impact on Therapeutic De-escalation,Recruiting,,Observational,2020-04-23,2020-05-23,2020-05-23,300,All
3593,NCT04625114,The Potential of Oral Camostat in Early COVID-19 Disease in an Ambulatory Setting to Reduce Viral Load and Disease Burden,Recruiting,Phase 2,Interventional,2020-11-04,2023-01-01,2022-10-01,150,All
3594,NCT04307459,Acute Respiratory Failure and COVID-19 in Real Life,Recruiting,,Observational,2020-03-19,2020-12-31,2020-09-01,50,All
3595,NCT04411628,A Study of LY3819253 (LY-CoV555) in Participants Hospitalized for COVID-19,Completed,Phase 1,Interventional,2020-05-28,2020-08-26,2020-08-26,24,All
3596,NCT04396106,Safety and Efficacy of AT-527 in Subjects With Moderate Coronavirus Disease (COVID-19),Recruiting,Phase 2,Interventional,2020-05-26,2021-05-01,2021-03-01,190,All
3597,NCT04830735,Dasatinib for the Treatment of Moderate and Severe COVID-19,Not yet recruiting,Phase 2,Interventional,2021-04-15,2024-04-15,2023-04-15,144,All
3598,NCT04273646,Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Severe COVID-19,Not yet recruiting,,Interventional,2020-04-20,2022-02-15,2020-06-30,48,All
3599,NCT04697030,Burnout Among Adolescent Population During Covid-19 Lockdown in Pakistan,Completed,,Observational,2020-09-15,2020-12-22,2020-10-15,443,All
3600,NCT04315870,Clinical Characteristics of Coronavirus Disease 2019 (COVID-19) in Pregnancy: The Italian Registry on Coronavirus in Pregnancy.,Recruiting,,Observational,2020-01-01,2020-04-30,2020-04-20,20,Female
3601,NCT04480515,Does COVID-19 Pandemic Reduce In-hospital Mortality?,Completed,,Observational,2020-03-11,2020-06-30,2020-06-15,5000,All
3602,NCT04322396,Proactive Protection With Azithromycin and hydroxyChloroquine in Hospitalized Patients With COVID-19,Completed,Phase 2,Interventional,2020-04-06,2021-02-02,2021-02-02,117,All
3603,NCT04445467,An Adaptive Clinical Trial of Antivirals for COVID-19 Infection,Recruiting,Phase 2,Interventional,2020-08-01,2020-11-01,2020-11-01,190,All
3604,NCT04694014,Emotional Intelligence Skills Health Leaders Need During Covid-19,Enrolling by invitation,,Observational,2020-10-15,2021-06-30,2021-05-30,20,All
3605,NCT04432766,A Phase 1/2 Study to Assess Safety and Efficacy of BAT2020 in Hospitalized COVID-19 Patients,Not yet recruiting,Phase 1|Phase 2,Interventional,2020-10-20,2021-08-18,2021-01-20,174,All
3606,NCT04832880,Factorial Randomized Trial of Rendesivir and Baricitinib Plus Dexamethasone for COVID-19 (the AMMURAVID Trial),Not yet recruiting,Phase 3,Interventional,2021-04-06,2022-12-01,2022-03-01,4000,All
3607,NCT04344782,"Trial Evaluating Efficacy and Safety of Bevacizumab (Avastin®/Zeribev®) in Patients With COVID-19 Infection, Nested in the Corimmuno-19 Cohort",Not yet recruiting,Phase 2,Interventional,2020-04-15,2020-11-30,2020-09-30,130,All
3608,NCT04632173,Head and Neck cancERs International cOviD-19 collabOraTion,Not yet recruiting,,Observational,2020-12-01,2021-06-30,2021-01-31,750,All
3609,NCT04558320,COVID-19 and Lactating Mothers,Recruiting,,Observational,2020-07-02,2021-04-01,2021-04-01,100,All
3610,NCT04379661,SUNLIGHT Study: Online Support Groups for MS to Address COVID-19,Completed,,Interventional,2020-05-07,2020-08-31,2020-07-07,32,All
3611,NCT04341870,"Study of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients: Sarilumab, Azithromycin, Hydroxychloroquine Trial - CORIMUNO-19 - VIRO",Suspended,Phase 2|Phase 3,Interventional,2020-04-11,2020-08-01,2020-05-08,27,All
3612,NCT04414241,Hydroxychloroquine to Prevent SARS-CoV-2 Infection,Not yet recruiting,Phase 3,Interventional,2020-06-01,2020-10-01,2020-09-01,320,All
3613,NCT04319016,Clinical Characteristics of Coronavirus Disease 2019 (COVID-19) in Pregnancy,Recruiting,,Observational,2020-01-01,2020-05-01,2020-04-30,200,Female
3614,NCT04323631,Hydroxychloroquine for the Treatment of Patients With Mild to Moderate COVID-19 to Prevent Progression to Severe Infection or Death,Withdrawn,Early Phase 1,Interventional,2020-04-30,2020-04-30,2020-04-30,0,All
3615,NCT04363853,Tocilizumab Treatment in Patients With COVID-19,"Active, not recruiting",Phase 2,Interventional,2020-06-01,2021-08-01,2021-06-01,200,All
3616,NCT04492501,Investigational Treatments for COVID-19 in Tertiary Care Hospital of Pakistan,Completed,,Interventional,2020-04-01,2020-07-20,2020-07-20,600,All
3617,NCT04581018,An Evaluation of a Synbiotic Formula for Patients With COVID-19 Infection,Recruiting,,Interventional,2020-08-13,2022-04-30,2021-10-30,50,All
3618,NCT04351724,Austrian CoronaVirus Adaptive Clinical Trial (COVID-19),Recruiting,Phase 2|Phase 3,Interventional,2020-04-16,2022-03-31,2021-12-01,500,All
3619,NCT04600999,Clinical Trial of Favipiravir Treatment of Patients With COVID-19,Recruiting,Phase 3,Interventional,2020-10-07,2021-06-01,2021-06-01,150,All
3620,NCT04694638,"Use of Combined Prone Positioning and High-Flow Nasal Cannula, and Non-invasive Positive Pressure Ventilation to Prevent Intubation in COVID-19 Infection",Recruiting,,Interventional,2020-05-21,2021-05-01,2021-05-01,24,All
3621,NCT04330300,Coronavirus (COVID-19) ACEi/ARB Investigation,Suspended,Phase 4,Interventional,2020-04-30,2021-12-01,2021-07-31,2414,All
3622,NCT04747574,Evaluation of the Safety of CD24-Exosomes in Patients With COVID-19 Infection,Recruiting,Phase 1,Interventional,2020-09-25,2021-03-25,2021-02-25,35,All
3623,NCT04771000,A Study of Micro Dose Ambrisentan in Hospitalized Patients With Respiratory Insufficiency Due to COVID-19,Recruiting,Phase 2,Interventional,2021-02-08,2021-10-31,2021-07-31,150,All
3624,NCT04595084,Remotely Delivered Programs Targeting COVID-19 Stress-Related Depression and Substance Use,Not yet recruiting,,Interventional,2021-02-15,2022-11-01,2021-11-01,240,All
3625,NCT04371302,Nursing Perspective on Burnout and Medical Errors in the Intensive Care Unit During Covid-19 Pandemic,Not yet recruiting,,Observational,2020-05-01,2020-06-30,2020-06-30,145,All
3626,NCT04459403,Psychiatric Disturbances and COVID-19 Infection,Completed,,Observational,2020-06-08,2020-12-30,2020-12-30,400,All
3627,NCT04354272,Evaluation of Dental Emergency Treatments During COVID19 Crisis,Completed,,Observational,2020-04-21,2020-06-29,2020-04-29,503,All
3628,NCT04339816,Azithromycin Added to Hydrochloroquine in Patients Admitted to Intensive Care With COVID-19: Randomised Controlled Trial,Terminated,Phase 3,Interventional,2020-05-13,2020-11-04,2020-11-04,3,All
3629,NCT04526990,Phase III Trial of A COVID-19 Vaccine of Adenovirus Vector in Adults 18 Years Old and Above,Recruiting,Phase 3,Interventional,2020-09-15,2022-01-30,2021-12-30,40000,All
3630,NCT04354584,Compartmental Inflammation in Mechanically Ventilated Patients With COVID-19,Recruiting,,Observational,2020-04-06,2021-04-06,2021-04-06,20,All
3631,NCT04359693,Impact of COVID-19 Infection on the Incidence of Ventilator-acquired Infections,Completed,,Observational,2020-04-22,2020-07-01,2020-07-01,1576,All
3632,NCT04570488,Predicting Favorable Outcomes in Hospitalized Covid-19 Patients,Recruiting,,Interventional,2020-05-15,2021-05-15,2020-12-30,1200,All
3633,NCT04695704,Efficacy of Montelukast in Mild-moderate Respiratory Symptoms in Patients With Long-COVID-19:,Not yet recruiting,Phase 3,Interventional,2021-04-01,2022-12-31,2022-03-31,284,All
3634,NCT04565106,Automatic Oxygen Titration With O2matic® to Patients Admitted With COVID-19 and Hypoxemic Respiratory Failure,Completed,,Observational,2020-04-15,2020-05-31,2020-05-31,16,All
3635,NCT04565509,Supporting the Health and Well-being of Children With Intellectual and Developmental Disability During COVID-19 Pandemic,Recruiting,,Interventional,2020-11-20,2022-09-21,2022-06-30,2500,All
3636,NCT04386616,A Study to Evaluate the Safety and Efficacy of MSTT1041A (Astegolimab) or UTTR1147A in Patients With Severe COVID-19 Pneumonia,Completed,Phase 2,Interventional,2020-06-02,2021-02-12,2021-01-02,410,All
3637,NCT04457817,Compensatory Reserve Index (CRI) for Management of COVID-19,Enrolling by invitation,,Interventional,2020-12-01,2021-07-01,2021-07-01,100,All
3638,NCT04700137,"Mental Health Among Patients, Providers, and Staff During the COVID-19 Era",Enrolling by invitation,,Interventional,2021-01-18,2022-01-17,2022-01-17,660,All
3639,NCT04542447,To Evaluate Safety and Efficacy of Nuvastatic as an Immunomodulator Adjuvant Therapy in COVID-19 Patients.,Recruiting,Phase 1,Interventional,2020-09-01,2020-09-30,2020-09-30,10,All
3640,NCT04834102,COVID-19 Induced Telogen Effluvium,Recruiting,,Observational,2021-01-27,2021-04-27,2021-04-27,200,All
3641,NCT04337008,Renin Angiotensin System - CoronaVirus,Recruiting,,Interventional,2020-04-03,2020-07-31,2020-06-03,50,All
3642,NCT04373213,Evaluation of the Fluid Response of SARS-CoV-2 (COVID-19) Patients in Intensive Care; Pleth Variability Index,Not yet recruiting,,Observational,2020-05-05,2020-06-15,2020-06-05,30,All
3643,NCT04524520,"COVID19-OR (SARS-CoV-2): Observation,Risk & Recovery",Recruiting,,Observational,2020-05-05,2022-05-08,2021-05-08,30,All
3644,NCT04673279,Long-term COVID-19 Immune Response in a Vulnerable Neighbourhood in Argentina,Recruiting,,Observational,2020-12-02,2021-07-01,2021-04-10,189,All
3645,NCT04754594,"Study to Evaluate the Safety, Tolerability, and Immunogenicity of SARS CoV-2 RNA Vaccine Candidate (BNT162b2) Against COVID-19 in Healthy Pregnant Women 18 Years of Age and Older",Recruiting,Phase 2|Phase 3,Interventional,2021-02-16,2022-06-27,2022-06-27,4000,All
3646,NCT04337489,Remote Monitoring Use In Cases Of Suspected COVID-19 (Coronavirus),Not yet recruiting,,Observational,2020-07-28,2021-04-01,2021-04-01,200,All
3647,NCT04677660,A Study of TAK-919 in Healthy Japanese Adults (COVID-19),"Active, not recruiting",Phase 1|Phase 2,Interventional,2021-01-21,2022-03-03,2022-03-03,200,All
3648,NCT04331470,Evaluation of Efficacy of Levamisole and Formoterol+Budesonide in Treatment of COVID-19,Recruiting,Phase 2|Phase 3,Interventional,2020-04-04,2020-05-20,2020-04-20,30,All
3649,NCT04581954,Inflammatory Signal Inhibitors for COVID-19 (MATIS),Recruiting,Phase 1|Phase 2,Interventional,2020-10-02,2021-07-31,2021-06-30,456,All
3650,NCT04409262,A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,Completed,Phase 3,Interventional,2020-06-16,2021-03-08,2021-02-01,649,All
3651,NCT04371744,QT-Logs : Artificial Intelligence for QT Interval Analysis of ECG From Smartwatches in Patient Receiving Treatment for Covid-19,Completed,,Observational,2020-04-17,2020-06-05,2020-06-04,100,All
3652,NCT04395781,Pediatric Acute and Critical Care COVID-19 Registry of Asia,Recruiting,,Observational,2020-05-18,2023-12-31,2022-12-31,2000,All
3653,NCT04386694,Photobiomodulation Therapy Combined With Static Magnetic Field in Patients With COVID-19,Completed,,Interventional,2020-05-18,2020-09-17,2020-09-17,30,All
3654,NCT04411446,Cholecalciferol to Improve the Outcomes of COVID-19 Patients,Recruiting,Phase 4,Interventional,2020-08-11,2021-10-28,2021-05-15,1264,All
3655,NCT04573322,Safety and Efficacy of Trans Sodium Crocetinate (TSC) in SARS-CoV-2 (COVID-19) Infected Subjects,Recruiting,Phase 1|Phase 2,Interventional,2020-09-10,2021-12-14,2021-11-14,224,All
3656,NCT04667936,Evaluation of Sedation in COVID-19 ARDS,Recruiting,,Observational,2020-03-01,2021-01-01,2020-12-15,100,All
3657,NCT04708158,Novaferon for COVID-19 Treatment Trial (NCTT-005),Not yet recruiting,Phase 3,Interventional,2021-01-01,2021-06-01,2021-05-01,385,All
3658,NCT04438850,COVidIVERmectin: Ivermectin for Treatment of Covid-19,Recruiting,Phase 2,Interventional,2020-07-31,2021-05-01,2021-02-01,102,All
3659,NCT04397939,Myocardial Injury and Major Adverse Outcomes in Patients With COVID-19,Recruiting,,Observational,2020-05-08,2023-03-01,2022-03-01,5000,All
3660,NCT04652674,Impact of Postoperative Telemedicine Visit vs In-person Visit on Patient Satisfaction During the COVID-19 Pandemic: A Prospective Randomized Trial,Recruiting,,Interventional,2020-09-28,2021-06-30,2021-06-30,70,All
3661,NCT04349410,The Fleming [FMTVDM] Directed CoVid-19 Treatment Protocol,Completed,Phase 2|Phase 3,Interventional,2020-04-11,2020-09-14,2020-09-14,1800,All
3662,NCT04738032,Stories for Change: Digital Storytelling Intervention for Diabetes Self-Management in the COVID-19 Pandemic,Completed,,Observational,2020-08-26,2021-01-07,2021-01-07,76,All
3663,NCT04569825,Effect of Nasal Steroid in the Treatment of Anosmia Due to COVID-19 Disease,Recruiting,Early Phase 1,Interventional,2020-08-01,2020-10-15,2020-09-30,250,All
3664,NCT04789499,Smell in Covid-19 and Efficacy of Nasal Theophylline,Recruiting,Phase 2,Interventional,2021-03-15,2021-12-01,2021-07-01,50,All
3665,NCT04596943,RGD PET/CT Imaging in COVID-19 Patients,Recruiting,,Observational,2020-10-15,2021-01-30,2020-12-31,10,All
3666,NCT04606563,Host Response Mediators in Coronavirus (COVID-19) Infection - Is There a Protective Effect of Losartan on Outcomes of Coronavirus Infection?,Recruiting,Phase 3,Interventional,2020-10-09,2021-06-30,2021-06-30,1372,All
3667,NCT04463420,Safety and Efficacy of PHR 160 Spray on the Outcomes of Patients With COVID-19,Recruiting,,Interventional,2020-08-15,2020-12-15,2020-11-15,224,All
3668,NCT04357275,The RIsk Stratification in COVID-19 Patients in the ICU Registry,Recruiting,,Observational,2020-03-13,2022-03-01,2021-03-01,10000,All
3669,NCT04351152,Phase 3 Study to Evaluate Efficacy and Safety of Lenzilumab in Patients With COVID-19,"Active, not recruiting",Phase 3,Interventional,2020-05-05,2021-03-01,2021-03-01,520,All
3670,NCT04646590,A Phase III Clinical Trial to Determine the Safety and Efficacy of ZF2001 for Prevention of COVID-19,Recruiting,Phase 3,Interventional,2020-12-16,2022-04-01,2022-04-01,29000,All
3671,NCT04748783,Antiviral Efficacy and Acceptability of Mouth Rinses for Inactivation of COVID-19,Terminated,Phase 2,Interventional,2021-03-26,2021-04-07,2021-04-07,2,All
3672,NCT04542226,Observational Open Study of Polyoxidonium in Hospitalized Patients With COVID-19,Completed,,Observational,2020-03-31,2020-10-30,2020-07-15,81,All
3673,NCT04743232,COVID-19 Resuscitation Plans and Decisions on Escalation and Limitation of Treatment,Recruiting,,Interventional,2021-03-01,2022-01-31,2021-12-31,1000,All
3674,NCT04402918,Study of Viral Load and Maternal-fetal Serology in the Interpretation of the Vertical Transmission of SARS Cov-2 (COVID-19) During Pregnancy,Recruiting,,Interventional,2020-05-17,2021-02-28,2020-05-19,160,Female
3675,NCT04380818,Low Dose Anti-inflammatory Radiotherapy for the Treatment of Pneumonia by COVID-19,Recruiting,,Interventional,2020-06-05,2021-07-01,2021-05-04,106,All
