study_id,agency,agency_class,lead_or_collaborator
5034,Bowel Disease Research Foundation,Other,Collaborator
5034,British Gynaecological Cancer Society,Other,Collaborator
5034,European Society of Coloproctology,Other,Collaborator
5034,NIHR Academy,Other,Collaborator
5034,Sarcoma UK,Other,Collaborator
5034,Vascular Society for Great Britain and Ireland,Other,Collaborator
5034,Yorkshire Cancer Research,Other,Collaborator
5035,Huazhong University of Science and Technology,Other,Lead
5036,UNICEF,Other,Lead
5036,Pak Emirates Military Hospital Rawalpindi,Other,Collaborator
5037,Soad Ali,Other,Lead
5037,Minia University,Other,Collaborator
5037,Deraya University,Other,Collaborator
5038,CureVac AG,Industry,Lead
5038,Coalition for Epidemic Preparedness Innovations,Other,Collaborator
5039,The Cleveland Clinic,Other,Lead
5040,"Ministry of Health, Saudi Arabia",Other,Lead
5041,"University Hospital, Montpellier",Other,Lead
5041,INSERM U1061 (Statistics),Other,Collaborator
5042,"University Hospital, Montpellier",Other,Lead
5043,GlaxoSmithKline,Industry,Lead
5044,Nanogen Pharmaceutical Biotechnology Joint Stock Company,Industry,Lead
5045,Saglik Bilimleri Universitesi Gazi Yasargil Training and Research Hospital,Other,Lead
5046,University of Liege,Other,Lead
5046,"University Hospital, Toulouse",Other,Collaborator
5047,Hengenix Biotech Inc,Industry,Lead
5047,"Sanyou Biopharmaceuticals(Shanghai)Co., Ltd",Other,Collaborator
5047,"Shanghai ZJ Bio-Tech Co., Ltd",Other,Collaborator
5048,Applied Science Private University,Other,Lead
5049,"Clinical Hospital Center, Split",Other,Lead
5050,Mayo Clinic,Other,Lead
5050,PNMedical,Industry,Collaborator
5051,Chiesa Alessandro Felice,Other,Lead
5051,"Ente Ospedaliero Cantonale, Bellinzona",Other,Collaborator
5052,Portsmouth Hospitals NHS Trust,Other,Lead
5052,Akari Therapuetics,Other,Collaborator
5053,CanSino Biologics Inc.,Industry,Lead
5053,Beijing Institute of Biotechnology,Other,Collaborator
5053,Canadian Center for Vaccinology,Other,Collaborator
5054,Washington University School of Medicine,Other,Lead
5055,Australian and New Zealand Intensive Care Research Centre,Other,Lead
5055,The Alfred,Other,Collaborator
5056,University of Washington,Other,Lead
5056,Centers for Disease Control and Prevention,U.S. Fed,Collaborator
5057,Nantes University Hospital,Other,Lead
5058,Nantes University Hospital,Other,Lead
5059,Jewish General Hospital,Other,Lead
5060,University of Minnesota,Other,Lead
5061,HiFiBiO Therapeutics,Industry,Lead
5062,Owlstone Ltd,Industry,Lead
5062,Cambridge University Hospitals NHS Foundation Trust,Other,Collaborator
5063,"University Hospital, Angers",Other,Lead
5064,Lady Davis Institute,Other,Lead
5065,"National University, Singapore",Other,Lead
5065,"National University Hospital, Singapore",Other,Collaborator
5066,Pamukkale University,Other,Lead
5067,Centre Muraz,Other,Lead
5068,The First Affiliated Hospital with Nanjing Medical University,Other,Lead
5069,University of Parma,Other,Lead
5069,University of Roma La Sapienza,Other,Collaborator
5069,King's College London,Other,Collaborator
5070,Duke University,Other,Lead
5071,Unity Health Toronto,Other,Lead
5072,Chinese University of Hong Kong,Other,Lead
5073,Hacettepe University,Other,Lead
5074,"Central Hospital, Nancy, France",Other,Lead
5075,Case Western Reserve University,Other,Lead
5076,University of Washington,Other,Lead
5077,Emory University,Other,Lead
5077,Georgia Tech Research Foundation,Other,Collaborator
5077,Georgia Clinical & Translational Science Alliance,Other,Collaborator
5078,Imperial College London,Other,Lead
5079,Simon Fraser University,Other,Lead
5079,Music Heals Charitable Foundation,Other,Collaborator
5080,Massachusetts General Hospital,Other,Lead
5081,Fondazione Don Carlo Gnocchi Onlus,Other,Lead
5082,BRAC University,Other,Lead
5082,The Behavioural Insights Team,Other,Collaborator
5082,Brac,Other,Collaborator
5083,St. Joseph's Healthcare Hamilton,Other,Lead
5083,King Abdullah International Medical Research Center (KAIMRC),Other,Collaborator
5083,McMaster University,Other,Collaborator
5083,Canadian Institutes of Health Research (CIHR),Other,Collaborator
5084,Saglik Bilimleri Universitesi,Other,Lead
5085,Charité Research Organisation GmbH,Other,Lead
5085,Bayer,Industry,Collaborator
5086,The First Affiliated Hospital of Zhejiang Chinese Medical University,Other,Lead
5087,Bagcilar Training and Research Hospital,Other,Lead
5088,Cartesian Therapeutics,Industry,Lead
5089,Zagazig University,Other,Lead
5089,"Ministry of Health, Kuwait",Other,Collaborator
5090,Washington University School of Medicine,Other,Lead
5091,Weill Medical College of Cornell University,Other,Lead
5091,Patient-Centered Outcomes Research Institute,Other,Collaborator
5092,Centre Hospitalier Intercommunal Creteil,Other,Lead
5093,Manchester University NHS Foundation Trust,Other,Lead
5093,University of Manchester,Other,Collaborator
5094,"University College, London",Other,Lead
5095,McMaster University,Other,Lead
5096,Johns Hopkins University,Other,Lead
5097,Mahidol University,Other,Lead
5097,The Government Pharmaceutical Organization,Other,Collaborator
5098,Karolinska Institutet,Other,Lead
5098,Swiss National Science Foundation,Other,Collaborator
5099,"St. Mary's Research Center, Canada",Other,Lead
5100,Universitat de Lleida,Other,Lead
5100,Francesc Rubí Carnacea,Other,Collaborator
5101,Revival Active,Other,Lead
5101,L.E.A.D,Other,Collaborator
5101,Aarogyam UK,Other,Collaborator
5102,Universidad Nacional Autonoma de Honduras,Other,Lead
5103,Papa Giovanni XXIII Hospital,Other,Lead
5103,GENOS,Other,Collaborator
5104,University of Valencia,Other,Lead
5105,Cairo University,Other,Lead
5106,"University Hospital, Strasbourg, France",Other,Lead
5107,Northwestern University,Other,Lead
5108,Nantes University Hospital,Other,Lead
5109,University of Saskatchewan,Other,Lead
5110,Aarogyam UK,Other,Lead
5111,Fondation Lenval,Other,Lead
5112,Fayoum University,Other,Lead
5113,M.D. Anderson Cancer Center,Other,Lead
5113,National Cancer Institute (NCI),NIH,Collaborator
5114,DeNova Research,Other,Lead
5115,"University College, London",Other,Lead
5115,The University of Hong Kong,Other,Collaborator
5116,Pamukkale University,Other,Lead
5117,Cambridge University Hospitals NHS Foundation Trust,Other,Lead
5118,Asoc. Prof. Erdoğan Selçuk Şeber,Other,Lead
5118,Namik Kemal University,Other,Collaborator
5119,Wake Forest University Health Sciences,Other,Lead
5120,Assistance Publique - Hôpitaux de Paris,Other,Lead
5121,Tanta University,Other,Lead
5122,University of Manitoba,Other,Lead
5123,"University of California, Berkeley",Other,Lead
5124,Dr. Negrin University Hospital,Other,Lead
5124,Li Ka Shing Knowledge Institute,Other,Collaborator
5124,"Consorcio Centro de Investigación Biomédica en Red, M.P.",Other,Collaborator
5125,University of Oxford,Other,Lead
5125,Oxford University Hospitals NHS Trust,Other,Collaborator
5125,Royal Berkshire NHS Foundation Trust,Other,Collaborator
5125,South Central Ambulance Service NHS Foundation Trust,Other,Collaborator
5126,Hacettepe University,Other,Lead
5127,Biruni University,Other,Lead
5127,Istanbul University-Cerrahpasa,Other,Collaborator
5128,Modum Bad,Other,Lead
5128,University of Oslo,Other,Collaborator
5129,First Affiliated Hospital Xi'an Jiaotong University,Other,Lead
5130,King's College London,Other,Lead
5131,Manchester University NHS Foundation Trust,Other,Lead
5131,Manchester Academic Health Science Centre,Other,Collaborator
5132,Centre de Recherche de l'Institut Universitaire de Cardiologie et de Pneumologie de Quebec,Other,Lead
5132,Fondation IUCPQ,Other,Collaborator
5132,"Institut universitaire de cardiologie et de pneumologie de Québec, University Laval",Other,Collaborator
5133,The Behavioural Insights Team,Other,Lead
5133,Brac,Other,Collaborator
5133,BRAC Institute of Governance and Development,Other,Collaborator
5133,Unilever U.K. Central Resources Limited,Other,Collaborator
5133,"D2 Technologies Ltd, Bangladesh",Other,Collaborator
5133,"Foreign, Commonwealth and Development Office, U.K.",Other,Collaborator
5134,Takeda,Industry,Lead
5135,Imperial College London,Other,Lead
5136,Medical University of Gdansk,Other,Lead
5137,Boston University,Other,Lead
5137,Bill and Melinda Gates Foundation,Other,Collaborator
5137,"University of Witwatersrand, South Africa",Other,Collaborator
5138,Fundación Universitaria de Ciencias de la Salud,Other,Lead
5138,Biomab I.P.S. Centro de Atencion Integral en Artritis Reumatoide,Other,Collaborator
5139,Heba A Yassa,Other,Lead
5139,Assiut University,Other,Collaborator
5140,Mayo Clinic,Other,Lead
5141,University of Saskatchewan,Other,Lead
5142,Corporacion Parc Tauli,Other,Lead
5142,Irene Gómez Torres,Other,Collaborator
5142,Laura Mora López,Other,Collaborator
5142,Anna Pallisera-Lloveras,Other,Collaborator
5142,Sheila Serra-Pla,Other,Collaborator
5142,Albert García Nalda,Other,Collaborator
5142,Anna Serracant-Barrera,Other,Collaborator
5142,Mercedes Muñoz,Other,Collaborator
5142,Oriol Pino-Pérez,Other,Collaborator
5143,University of Illinois at Chicago,Other,Lead
5143,University of Illinois College of Medicine Rockford,Other,Collaborator
5143,Advocate Health Care,Other,Collaborator
5143,Katherine Shaw Bethea Hospital,Other,Collaborator
5143,University of Louisville,Other,Collaborator
5143,Wellesley College,Other,Collaborator
5143,Patient-Centered Outcomes Research Institute,Other,Collaborator
5144,Kaiser Permanente,Other,Lead
5144,Amarin Corporation,Other,Collaborator
5145,Biomerica,Industry,Lead
5146,Jewish General Hospital,Other,Lead
5147,October University for Modern Sciences and Arts,Other,Lead
5148,"Arcturus Therapeutics, Inc.",Industry,Lead
5149,Taiwan Liposome Company,Industry,Lead
5150,Centre Psychothérapique de Nancy,Other,Lead
5151,China National Biotec Group Company Limited,Industry,Lead
5151,"Chengdu Institute of Biological Products Co.,Ltd.",Other,Collaborator
5151,"Changchun Institute of Biological Products Co., Ltd.",Other,Collaborator
5151,Beijing Institute of Biological Products Co Ltd.,Other,Collaborator
5151,Shanxi Provincial Center for Disease Control and Prevention,Other,Collaborator
5151,Sichuan Center for Disease Control and Prevention,Other,Collaborator
5151,Shanghai Municipal Center for Disease Control and Prevention,Other,Collaborator
5152,Dialisis Madariaga,Other,Lead
5153,"Immunovative Therapies, Ltd.",Industry,Lead
5153,"Mirror Biologics, Inc.",Other,Collaborator
5154,Medical University of Vienna,Other,Lead
5154,Medical Scientific Fund of the Mayor of Vienna,Other,Collaborator
5155,First Affiliated Hospital of Zhejiang University,Other,Lead
5155,"Ascletis Pharmaceuticals Co., Ltd.",Industry,Collaborator
5156,"Laboratory of Movement, Condorcet, Tournai, Belgium",Other,Lead
5157,Universitaire Ziekenhuizen Leuven,Other,Lead
5158,Indiana University,Other,Lead
5159,"The University of Texas Health Science Center, Houston",Other,Lead
5160,"Mabwell (Shanghai) Bioscience Co., Ltd.",Industry,Lead
5160,Shanghai Public Health Clinical Center,Other,Collaborator
5161,Democritus University of Thrace,Other,Lead
5162,University Medical Center Groningen,Other,Lead
5163,Peking University First Hospital,Other,Lead
5164,Peking University First Hospital,Other,Lead
5165,"CAR-T (Shanghai) Biotechnology Co., Ltd.",Industry,Lead
5166,Hospital Israelita Albert Einstein,Other,Lead
5167,University of South Carolina,Other,Lead
5167,University of Vermont,Other,Collaborator
5167,University of Tennessee,Other,Collaborator
5168,Jiangxi Qingfeng Pharmaceutical Co. Ltd.,Industry,Lead
5169,Cadila Healthcare Limited,Industry,Lead
5170,Hospital General Puyo,Other,Lead
5171,The University of Hong Kong,Other,Lead
5172,Lazarski University,Other,Lead
5172,Medical University of Bialystok,Other,Collaborator
5172,Poznan University of Medical Sciences,Other,Collaborator
5173,Istinye University,Other,Lead
5174,Assistance Publique - Hôpitaux de Paris,Other,Lead
5175,University of Oxford,Other,Lead
5176,Daewoong Pharmaceutical Co. LTD.,Industry,Lead
5176,Novotech (Australia) Pty Limited,Other,Collaborator
5177,"Institut National de la Santé Et de la Recherche Médicale, France",Other,Lead
5178,St. Joseph's Healthcare Hamilton,Other,Lead
5179,"Pulmoquine Therapeutics, Inc",Industry,Lead
5179,Rockefeller University,Other,Collaborator
5180,Washington University School of Medicine,Other,Lead
5181,"Stéphane Cook, Prof",Other,Lead
5181,University of Freiburg,Other,Collaborator
5182,Hacettepe University,Other,Lead
5183,West Virginia University,Other,Lead
5184,Vastra Gotaland Region,Other,Lead
5185,University of Washington,Other,Lead
5186,"Toray Industries, Inc",Industry,Lead
5187,Rush University Medical Center,Other,Lead
5188,Second Affiliated Hospital of Xi'an Jiaotong University,Other,Lead
5189,"Central Hospital, Nancy, France",Other,Lead
5190,Medical University of Gdansk,Other,Lead
5190,"Ministry of Science and Higher Education, Poland",Other,Collaborator
5191,"Universidad El Bosque, Bogotá",Other,Lead
5191,King's College London,Other,Collaborator
5191,University of Leeds,Other,Collaborator
5191,University of Sheffield,Other,Collaborator
5192,University Paris 7 - Denis Diderot,Other,Lead
5192,"Institut National de la Santé Et de la Recherche Médicale, France",Other,Collaborator
5192,Assistance Publique - Hôpitaux de Paris,Other,Collaborator
5193,University of Malaga,Other,Lead
5194,"University Hospital Inselspital, Berne",Other,Lead
5195,Stony Brook University,Other,Lead
5195,University of Denver,Other,Collaborator
5196,Istinye University,Other,Lead
5197,Assiut University,Other,Lead
5198,Uppsala University,Other,Lead
5198,Uppsala University Hospital,Other,Collaborator
5199,Chiesi Farmaceutici S.p.A.,Industry,Lead
5200,Yale-NUS College,Other,Lead
5201,University of Bremen,Other,Lead
5201,Alpen-Adria-University Klagenfurt,Other,Collaborator
5201,University of Oxford,Other,Collaborator
5201,Bangor University,Other,Collaborator
5201,Babes-Bolyai University,Other,Collaborator
5201,"Institute for Marriage, Family and Systemic Practice - ALTERNATIVA",Other,Collaborator
5201,Health for Youth Association,Other,Collaborator
5201,University of Cape Town,Other,Collaborator
5201,Georgia State University,Other,Collaborator
5202,"Ridgeback Biotherapeutics, LP",Industry,Lead
5203,Georgetown University,Other,Lead
5204,University of Oxford,Other,Lead
5204,Universiti Putra Malaysia,Other,Collaborator
5204,Health for Youth Association,Other,Collaborator
5204,Ateneo de Manila University,Other,Collaborator
5204,UNICEF Montenegro,Other,Collaborator
5204,Alternativa,Other,Collaborator
5204,University of Cape Town,Other,Collaborator
5205,Aljazeera Hospital,Other,Lead
5206,University of Milano Bicocca,Other,Lead
5207,Samaritan Health Services,Other,Lead
5208,Janssen Vaccines & Prevention B.V.,Industry,Lead
5209,"Clinica Universitaria Reina Fabiola, Universidad Catolica de Cordoba",Other,Lead
5210,University of New Mexico,Other,Lead
5211,King's College Hospital NHS Trust,Other,Lead
5211,King's College London,Other,Collaborator
5212,Fraunhofer-Institute of Toxicology and Experimental Medicine,Other,Lead
5213,Daewoong Pharmaceutical Co. LTD.,Industry,Lead
5214,University of Lethbridge,Other,Lead
5215,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",Industry,Lead
5216,Ohio State University,Other,Lead
5217,University of Miami,Other,Lead
5218,McGill University Health Centre/Research Institute of the McGill University Health Centre,Other,Lead
5218,Montreal General Hospital Foundation,Other,Collaborator
5218,Peri-Operative Program (POP) Foundation,Other,Collaborator
5219,RWTH Aachen University,Other,Lead
5219,Docs in Clouds Telecare GmbH,Other,Collaborator
5220,University of Iowa,Other,Lead
5221,University of Texas at Austin,Other,Lead
5222,The University of Queensland,Other,Lead
5222,University of Sydney,Other,Collaborator
5222,"University of California, San Diego",Other,Collaborator
5223,Emanuela Keller,Other,Lead
5223,University of Zurich,Other,Collaborator
5224,Dr. Ram Manohar Lohia Hospital,Other,Lead
5225,Mersin University,Other,Lead
5226,Peking Union Medical College Hospital,Other,Lead
5227,Tongji Hospital,Other,Lead
5228,University of Kentucky,Other,Lead
5229,Fundacion Ibis,Other,Lead
5230,GULIN FINDIKOGLU,Other,Lead
5230,Pamukkale University,Other,Collaborator
5231,Philips Clinical & Medical Affairs Global,Industry,Lead
5232,Fondazione I.R.C.C.S. Istituto Neurologico Carlo Besta,Other,Lead
5233,"Children's Hospital Medical Center, Cincinnati",Other,Lead
5233,The Hospital for Sick Children,Other,Collaborator
5234,Groupe Hospitalier Paris Saint Joseph,Other,Lead
5235,AstraZeneca,Industry,Lead
5235,Parexel,Other,Collaborator
5236,Fondazione I.R.C.C.S. Istituto Neurologico Carlo Besta,Other,Lead
5237,University of Oxford,Other,Lead
5238,University of Pennsylvania,Other,Lead
5239,Cambridge University Hospitals NHS Foundation Trust,Other,Lead
5240,"VistaGen Therapeutics, Inc.",Industry,Lead
5241,University of the Balearic Islands,Other,Lead
5242,Cairo University,Other,Lead
5243,Semmelweis University Heart and Vascular Center,Other,Lead
5243,Semmelweis University,Other,Collaborator
5243,Szeged University,Other,Collaborator
5243,University of Pecs,Other,Collaborator
5243,University of Debrecen,Other,Collaborator
5244,Immune Regulation Ltd.,Industry,Lead
5244,Revolo Biotherapeutics,Other,Collaborator
5245,"Korle-Bu Teaching Hospital, Accra, Ghana",Other,Lead
5245,University of Leicester,Other,Collaborator
5245,Utrecht University,Other,Collaborator
5246,"University Hospital, Toulouse",Other,Lead
5247,Boston Children's Hospital,Other,Lead
5247,Google LLC.,Industry,Collaborator
5248,"Vasomune Therapeutics, Inc.",Industry,Lead
5249,Lazarski University,Other,Lead
5249,Poznan University of Medical Sciences,Other,Collaborator
5249,Wroclaw Medical University,Other,Collaborator
5249,Medical University of Bialystok,Other,Collaborator
5250,Gdansk University of Physical Education and Sport,Other,Lead
5250,University Hospital of Split,Other,Collaborator
5250,University of Gondar,Other,Collaborator
5250,Universidad Pablo de Olavide,Other,Collaborator
5250,Universitas Padjadjaran,Other,Collaborator
5250,University of Social Welfare and Rehabilitation Science,Other,Collaborator
5250,"DPFA Academy of Work and Health, Leipzig",Other,Collaborator
5250,Instituto Piaget,Other,Collaborator
5250,University of Peradeniya,Other,Collaborator
5250,Catholic University of the Sacred Heart,Other,Collaborator
5250,University of Évora,Other,Collaborator
5250,Norwegian School of Sport Sciences,Other,Collaborator
5250,Klaipėda University,Other,Collaborator
5250,Universitatea Alexandru Ioan Cuza,Other,Collaborator
5250,Institut Catholique de Paris,Other,Collaborator
5250,University of Gdansk,Other,Collaborator
5250,Jagiellonian University,Other,Collaborator
5250,International University of Business Agriculture and Technology,Other,Collaborator
5250,Beijing Sport Uninversity,Other,Collaborator
5250,"University of Nigeria, Enugu Campus",Other,Collaborator
5250,University of Sargodha,Other,Collaborator
5250,University of Brasilia,Other,Collaborator
5250,Wright State University,Other,Collaborator
5250,Vietnam National University,Other,Collaborator
5250,Taras Shevchenko National University of Kyiv,Other,Collaborator
5250,Astana Medical University,Other,Collaborator
5250,International Islamic Academy of Uzbekistan,Other,Collaborator
5250,Menoufia University,Other,Collaborator
5250,Zhengzhou University,Other,Collaborator
5251,National Taiwan University Hospital,Other,Lead
5252,Ottawa Hospital Research Institute,Other,Lead
5252,Hamilton Health Sciences Corporation,Other,Collaborator
5252,Toronto General Hospital,Other,Collaborator
5252,"University Health Network, Toronto",Other,Collaborator
5252,The Ottawa Hospital,Other,Collaborator
5252,McMaster University,Other,Collaborator
5252,Sinai Health System,Other,Collaborator
5253,Georgia State University,Other,Lead
5253,University at Buffalo,Other,Collaborator
5254,Brigham and Women's Hospital,Other,Lead
5254,E-ink corporation,Other,Collaborator
5255,Istinye University,Other,Lead
5256,University of Alberta,Other,Lead
5256,Alberta Innovates Health Solutions,Other,Collaborator
5257,Celltrion,Industry,Lead
5258,Johannes Gutenberg University Mainz,Other,Lead
5259,"University of California, San Diego",Other,Lead
5260,Institutul de Urgenţă pentru Boli Cardiovasculare Prof.Dr. C.C. Iliescu,Other,Lead
5261,"University College, London",Other,Lead
5261,"University of California, Los Angeles",Other,Collaborator
5262,University of the West of England,Other,Lead
5262,Indonesia University,Industry,Collaborator
5262,University of Hawaii,Other,Collaborator
5262,UNICEF,Other,Collaborator
5262,Unilever R&D,Other,Collaborator
5263,University of Haifa,Other,Lead
5264,Atabay Kimya Sanayi Ticaret A.S.,Industry,Lead
5264,Novagenix Bioanalytical Drug R&D Center,Other,Collaborator
5264,Farmagen Ar-Ge Biyot. Ltd. Sti,Other,Collaborator
5265,Dr. David Maslove,Other,Lead
5265,Ironstone Professional Development,Other,Collaborator
5265,Queen's University,Other,Collaborator
5266,Royal Marsden NHS Foundation Trust,Other,Lead
5267,University of Vic - Central University of Catalonia,Other,Lead
5267,Glasgow Caledonian University,Other,Collaborator
5267,University Ramon Llull,Other,Collaborator
5267,Universidade Federal do Rio Grande do Norte,Other,Collaborator
5268,Xim Limited,Industry,Lead
5268,Portsmouth Hospitals NHS Trust,Other,Collaborator
5268,Mind Over Matter Medtech Ltd,Other,Collaborator
5269,Eliz Arter,Other,Lead
5269,Cyprus Science University,Other,Collaborator
5269,Eastern Mediterranean University,Other,Collaborator
5270,Medical University of Warsaw,Other,Lead
5271,Erasme University Hospital,Other,Lead
5272,"University of Colorado, Boulder",Other,Lead
5273,Ruijin Hospital,Other,Lead
5273,Shanghai Public Health Clinical Center,Industry,Collaborator
5273,"Wuhan Jinyintan Hospital, Wuhan, China",Other,Collaborator
5273,Cellular Biomedicine Group Ltd.,Other,Collaborator
5274,Mayo Clinic,Other,Lead
5275,Rennes University Hospital,Other,Lead
5275,Institut National de Recherche en Informatique et en Automatique,Other,Collaborator
5276,The Cooper Health System,Other,Lead
5276,The Won Sook Chung Foundation,Other,Collaborator
5277,Istanbul Medipol University Hospital,Other,Lead
5278,"Strados Labs, Inc.",Industry,Lead
5279,Marmara University,Other,Lead
5280,The University of Hong Kong,Other,Lead
5280,"Hospital Authority, Hong Kong",Other,Collaborator
5281,Mayo Clinic,Other,Lead
5281,"InteraXon, Inc.",Industry,Collaborator
5281,Cambridge Brain Sciences Inc.,Other,Collaborator
5282,The Guthrie Clinic,Other,Lead
5283,AM-Pharma,Industry,Lead
5284,Michael Ma,Other,Lead
5284,Coombe Women and Infants University Hospital,Other,Collaborator
5285,Vilnius University,Other,Lead
5285,Linkoeping University,Other,Collaborator
5286,Second Affiliated Hospital of Xi'an Jiaotong University,Other,Lead
5287,Children's Mercy Hospital Kansas City,Other,Lead
5288,Northwestern University,Other,Lead
5289,National Taiwan University Hospital,Other,Lead
5290,"University Health Network, Toronto",Other,Lead
5291,Dana-Farber Cancer Institute,Other,Lead
5291,Michele & David Mittelman Family Foundation,Other,Collaborator
5292,University College Cork,Other,Lead
5292,Science Foundation Ireland,Other,Collaborator
5293,Bnai Zion Medical Center,Other,Lead
5294,"National Institute of Medical Sciences and Nutrition, Salvador Zubiran",Other,Lead
5295,University of Chicago,Other,Lead
5296,Nova Scotia Health Authority,Other,Lead
5297,University of Miami,Other,Lead
5297,The Children's Trust,Other,Collaborator
5298,University of Virginia,Other,Lead
5299,University of Calgary,Other,Lead
5299,Alberta Health Services,Other,Collaborator
5300,SocraTec R&D GmbH,Other,Lead
5300,Glatt Pharmaceutical Services GmbH & Co. KG,Industry,Collaborator
5300,SocraMetrics GmbH,Other,Collaborator
5301,Aarogyam UK,Other,Lead
5301,Patanjali Yog Peeth (UK) Trust,Other,Collaborator
5302,Tianjin Eye Hospital,Other,Lead
5303,Sir Run Run Shaw Hospital,Other,Lead
5304,Singapore General Hospital,Other,Lead
5304,Duke-NUS Graduate Medical School,Other,Collaborator
5305,Peking University People's Hospital,Other,Lead
5306,Lady Davis Institute,Other,Lead
5306,Carebook Technologies Inc.,Other,Collaborator
5307,Hemanext,Industry,Lead
5308,Brigham and Women's Hospital,Other,Lead
5308,"University of Maryland, Baltimore",NIH,Collaborator
5308,National Institute on Aging (NIA),Other,Collaborator
5309,EusaPharma (UK) Limited,Industry,Lead
5309,Syneos Health,Other,Collaborator
5310,University of Warwick,Other,Lead
5311,"National Bureau of Economic Research, Inc.",Other,Lead
5311,National Institute on Aging (NIA),NIH,Collaborator
5311,Abdul Latif Jameel Poverty Action Lab,Other,Collaborator
5312,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",Industry,Lead
5312,The Second Affiliated Hospital of Chongqing Medical University,Other,Collaborator
5312,Beijing Chao Yang Hospital,Other,Collaborator
5313,EmuraCenter LatinoAmerica,Other,Lead
5313,Universidad de la Sabana,Other,Collaborator
5314,Ottawa Hospital Research Institute,Other,Lead
5315,"The University of Texas Health Science Center, Houston",Other,Lead
5316,National Eye Institute (NEI),NIH,Lead
5316,National Institutes of Health Clinical Center (CC),Other,Collaborator
5317,University of Windsor,Other,Lead
5317,Anxiety Canada,Other,Collaborator
5318,"Mount Sinai Hospital, Canada",Other,Lead
5318,"University of North Carolina, Chapel Hill",Other,Collaborator
5318,NorthShore University HealthSystem,Other,Collaborator
5318,Women's College Hospital,Other,Collaborator
5318,Unity Health Toronto,Other,Collaborator
5318,Sunnybrook Health Sciences Centre,Other,Collaborator
5318,"University of Colorado, Boulder",Other,Collaborator
5318,Harvard Medical School,Other,Collaborator
5318,Patient-Centered Outcomes Research Institute,Other,Collaborator
5319,University of Macau,Other,Lead
5320,The University of The West Indies,Other,Lead
5320,Harvard School of Public Health,Other,Collaborator
5321,Boston Medical Center,Other,Lead
5322,Slagelse Hospital,Other,Lead
5322,Region Zealand,Other,Collaborator
5323,Centre hospitalier de l'Université de Montréal (CHUM),Other,Lead
5324,Ohio State University,Other,Lead
5325,Boehringer Ingelheim,Industry,Lead
5326,Baylor College of Medicine,Other,Lead
5327,Rush University Medical Center,Other,Lead
5327,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,Other,Collaborator
5328,Société de Formation Thérapeutique du Généraliste Recherche,Other,Lead
5328,"National Cancer Institute, France",Other,Collaborator
5328,"Institut National de la Santé Et de la Recherche Médicale, France",Other,Collaborator
5328,Société de Formation Thérapeutique du Généraliste,Other,Collaborator
5329,Duke University,Other,Lead
5329,"The Emmes Company, LLC",Industry,Collaborator
5329,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,Collaborator
5330,Wake Forest University,Other,Lead
5331,Stanford University,Other,Lead
5332,Yale University,Other,Lead
5333,University of Glasgow,Other,Lead
5334,Duke University,Other,Lead
5335,"University of Colorado, Denver",Other,Lead
5336,Guy's and St Thomas' NHS Foundation Trust,Other,Lead
5337,Brigham and Women's Hospital,Other,Lead
5337,Massachusetts General Hospital,Other,Collaborator
5337,Memorial Sloan Kettering Cancer Center,Other,Collaborator
5338,McMaster University,Other,Lead
5339,Johns Hopkins University,Other,Lead
5340,"University Hospital, Montpellier",Other,Lead
5341,"University of California, San Francisco",Other,Lead
5341,California Latinas for Reproductive Justice,Other,Collaborator
5341,"UCGHI Women's Health, Gender, and Empowerment Center of Expertise",Other,Collaborator
5342,Massachusetts General Hospital,Other,Lead
5343,Roman Sýkora,Other,Lead
5343,"Charles University, Czech Republic",Other,Collaborator
5344,University of Pennsylvania,Other,Lead
5344,Drexel University,Other,Collaborator
5345,Chinese University of Hong Kong,Other,Lead
5346,University of Florida,Other,Lead
5347,University of Santiago de Compostela,Other,Lead
5347,"Ministerio de Ciencia e Innovación, Spain",Other,Collaborator
5348,University of Göttingen,Other,Lead
5349,Fuwai Yunnan Cardiovascular Hospital,Other,Lead
5350,Fuwai Yunnan Cardiovascular Hospital,Other,Lead
5351,McMaster University,Other,Lead
5352,Fuwai Yunnan Cardiovascular Hospital,Other,Lead
5353,HIV Prevention Trials Network,Other,Lead
5353,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Collaborator
5353,National Institute on Drug Abuse (NIDA),Other,Collaborator
5354,Hospital de Clinicas de Porto Alegre,Other,Lead
5355,Samsung Medical Center,Other,Lead
5356,Johns Hopkins University,Other,Lead
5357,Samsung Medical Center,Other,Lead
5358,Northwestern University,Other,Lead
5359,Mary Radomski,Other,Lead
5359,Allina Health System,Other,Collaborator
5360,"Imelda Hospital, Bonheiden",Other,Lead
5361,Karolinska Institutet,Other,Lead
5362,Tzu Chi University,Other,Lead
5363,Beijing Cancer Hospital,Other,Lead
5364,Beijing Cancer Hospital,Other,Lead
5365,University of Warwick,Other,Lead
5366,"iTherapy, LLC",Other,Lead
5366,National Institute on Deafness and Other Communication Disorders (NIDCD),NIH,Collaborator
5367,Ohio State University,Other,Lead
5368,Population Health Research Institute,Other,Lead
