study_id,outcome_type,measure,time_frame,description
5352,Not Specified,Step count & activity minutes,Not specified,Detailed in measure
5352,Not Specified,Overall well being (the world health organization 5 [who 5] well being index),Not specified,Detailed in measure
5352,Not Specified,Resilience (10 item connor davidson resilience scale),Not specified,Detailed in measure
5352,Not Specified,General health related quality of life (36 item short form survey [sf 36]),Not specified,Detailed in measure
5352,Not Specified,General health related quality of life (5 level eq 5d [eq 5d 5l]),Not specified,Detailed in measure
5353,Not Specified,Primary safety outcome,Not specified,Detailed in measure
5353,Not Specified,To evaluate the safety of ct p59,Not specified,Detailed in measure
5353,Not Specified,To evaluate the pharmacokinetic(pk) of ct p59,Not specified,Detailed in measure
5354,Not Specified,Perception of intubation success,Not specified,Detailed in measure
5354,Not Specified,Perception of hygiene concepts in sars cov 2 pandemic,Not specified,Detailed in measure
5355,Not Specified,Collection of clinical data and patient samples from children with mis c and kd to,Not specified,Detailed in measure
5356,Not Specified,Sti incidence,Not specified,Detailed in measure
5356,Not Specified,Sexual risk taking_unprotected sexual acts,Not specified,Detailed in measure
5356,Not Specified,Sexual risk taking_protective practices,Not specified,Detailed in measure
5356,Not Specified,Sti testing and treatment,Not specified,Detailed in measure
5356,Not Specified,"Proportion of income from sex work, non sex work, savings, debt",Not specified,Detailed in measure
5356,Not Specified,Intervention cost,Not specified,Detailed in measure
5356,Not Specified,Hiv incidence,Not specified,Detailed in measure
5357,Not Specified,Number of deceased participants or with persistent organ dysfunction,Not specified,Detailed in measure
5357,Not Specified,Number of participants with persistent organ dysfunction free days in intensive care unit,Not specified,Detailed in measure
5357,Not Specified,Number of participants deceased,6 months,Detailed in measure
5357,Not Specified,Score of health related quality of life in survivors,6 months,Detailed in measure
5357,Not Specified,Global tissue dysoxia,Not specified,Detailed in measure
5357,Not Specified,Organ function (including renal function),Not specified,Detailed in measure
5357,Not Specified,Rate of inflammation,Not specified,Detailed in measure
5357,Not Specified,Rate of infection,Not specified,Detailed in measure
5357,Not Specified,Rate of endothelial injury,Not specified,Detailed in measure
5357,Not Specified,Occurrence of stage 3 acute kidney injury,Not specified,Detailed in measure
5357,Not Specified,Acute hemolysis,Not specified,Detailed in measure
5357,Not Specified,Hypoglycemia,Not specified,Detailed in measure
5357,Not Specified,Vitamin c volume of distribution,Not specified,Detailed in measure
5357,Not Specified,Vitamin c clearance,Not specified,Detailed in measure
5357,Not Specified,Vitamin c plasma concentration,Not specified,Detailed in measure
5358,Not Specified,Rate of failure of spontaneous breathing,Not specified,Detailed in measure
5358,Not Specified,Respiratory rate,Not specified,Detailed in measure
5358,Not Specified,Spo2 under non invasive respiratory support,Not specified,Detailed in measure
5358,Not Specified,Δpop,Not specified,Detailed in measure
5359,Not Specified,Change in self reported sleep quality,Not specified,Detailed in measure
5359,Not Specified,Change in self reported sleep,Not specified,Detailed in measure
5359,Not Specified,Engagement with the sleep app,Not specified,Detailed in measure
5359,Not Specified,Telephone interview qualitative user data,Not specified,Detailed in measure
5360,Not Specified,Change in body esteem,Not specified,Detailed in measure
5360,Not Specified,Change in internalisation of societal appearance ideals,Not specified,Detailed in measure
5360,Not Specified,Change in mood,Not specified,Detailed in measure
5360,Not Specified,Change in life engagement,Not specified,Detailed in measure
5360,Not Specified,Change in tendency to engage in appearance comparisons,Not specified,Detailed in measure
5360,Not Specified,Change in skin shade satisfaction,Not specified,Detailed in measure
5361,Not Specified,Harvard trauma questionnaire according to dsm 5 (htq 5),Not specified,Detailed in measure
5361,Not Specified,Brief patient health questionnaire (phq 9),Not specified,Detailed in measure
5361,Not Specified,Beck's anxiety inventory (bai),Not specified,Detailed in measure
5361,Not Specified,Post migration living difficulties checklist (pmld),Not specified,Detailed in measure
5361,Not Specified,Brief inventory of thriving (bit),Not specified,Detailed in measure
5361,Not Specified,Dimensions of anger reactions 5 (dar 5),Not specified,Detailed in measure
5361,Not Specified,Parenting scale (ps),Not specified,Detailed in measure
5361,Not Specified,Modified 5 item extended hurt/insult/threaten/scream (modified e hits),Not specified,Detailed in measure
5361,Not Specified,Positive and negative affect schedule (panas),Not specified,Detailed in measure
5361,Not Specified,Brief assessment of mindful awareness,Not specified,Detailed in measure
5361,Not Specified,Brief assessment of self compassion,Not specified,Detailed in measure
5361,Not Specified,Brief weekly assessment of formal and informal mindfulness practice,Not specified,Detailed in measure
5361,Not Specified,Brief weekly assessment of post traumatic stress,Not specified,Detailed in measure
5361,Not Specified,Brief weekly assessment of depression,Not specified,Detailed in measure
5361,Not Specified,Brief weekly assessment of anxiety,Not specified,Detailed in measure
5362,Not Specified,Primary pk endpoint,Not specified,Detailed in measure
5362,Not Specified,Secondary pk endpoint,Not specified,Detailed in measure
5363,Not Specified,Oxygen flow required to achieve spo2 >96%,Not specified,Detailed in measure
5363,Not Specified,Average oxygen consumption,Not specified,Detailed in measure
5363,Not Specified,Peak spo2,Not specified,Detailed in measure
5363,Not Specified,Patient reported dyspnea (modified borg scale),Not specified,Detailed in measure
5363,Not Specified,Patient reported comfort (visual analogue scale),Not specified,Detailed in measure
5364,Not Specified,Pain,Not specified,Detailed in measure
5364,Not Specified,Fatigue,Not specified,Detailed in measure
5364,Not Specified,Quality of life,Not specified,Detailed in measure
5364,Not Specified,Physical activity,Not specified,Detailed in measure
5364,Not Specified,Balance,Not specified,Detailed in measure
5364,Not Specified,Endurance,Not specified,Detailed in measure
5364,Not Specified,Gait,Not specified,Detailed in measure
5364,Not Specified,Strength,Not specified,Detailed in measure
5365,Not Specified,Ctdna detection rate within different cancer types (and overall),Not specified,Detailed in measure
5365,Not Specified,Proportion of patients with a positive ctdna result which identified a diagnosis and/or commenced treatment,Not specified,Detailed in measure
5365,Not Specified,Proportion of patients with a positive ctdna result which assisted in prioritising invasive diagnostic tests,Not specified,Detailed in measure
5365,Not Specified,The association of ctdna result (positive versus negative) and the prevail imaging pathway scoring result,Not specified,Detailed in measure
5365,Not Specified,Estimation of the cost of liquid biopsy in lieu of tissue biopsy as compared to standard of care investigations and treatments prioritisation,Not specified,Detailed in measure
5366,Not Specified,Urinary incontinence,Not specified,Detailed in measure
5366,Not Specified,Patterns of sedentary behaviour,Not specified,Detailed in measure
5366,Not Specified,Functional decline,Not specified,Detailed in measure
5366,Not Specified,Continence decline,Not specified,Detailed in measure
5366,Not Specified,Incidence of falls,Not specified,Detailed in measure
5366,Not Specified,Hospitalizations,Not specified,Detailed in measure
5366,Not Specified,Mortality,Not specified,Detailed in measure
5366,Not Specified,Sociodemographic variables,Not specified,Detailed in measure
5366,Not Specified,Lower urinary tract symptoms,Not specified,Detailed in measure
5366,Not Specified,Faecal incontinence,Not specified,Detailed in measure
5366,Not Specified,Intake of liquids and diuretic drinks,Not specified,Detailed in measure
5366,Not Specified,Handgrip strength,Not specified,Detailed in measure
5366,Not Specified,Physical performance,Not specified,Detailed in measure
5366,Not Specified,Mobility,Not specified,Detailed in measure
5366,Not Specified,Frailty,Not specified,Detailed in measure
5366,Not Specified,Basic activities of daily living,Not specified,Detailed in measure
5366,Not Specified,Physical activity programs,Not specified,Detailed in measure
5366,Not Specified,Incontinence programs,Not specified,Detailed in measure
5366,Not Specified,Medication intake,Not specified,Detailed in measure
5366,Not Specified,Health conditions,Not specified,Detailed in measure
5366,Not Specified,Quality of life,Not specified,Detailed in measure
5366,Not Specified,Toxic habits,Not specified,Detailed in measure
5366,Not Specified,Cognitive status,Not specified,Detailed in measure
5366,Not Specified,Depressive symptoms,Not specified,Detailed in measure
5366,Not Specified,Anxiety,Not specified,Detailed in measure
5366,Not Specified,Number births,Not specified,Detailed in measure
5366,Not Specified,Type of births,Not specified,Detailed in measure
5366,Not Specified,Number of falls,Not specified,Detailed in measure
5366,Not Specified,Nutritional status,Not specified,Detailed in measure
5366,Not Specified,Biochemical evaluation,Not specified,Detailed in measure
5366,Not Specified,Body composition,Not specified,Detailed in measure
5366,Not Specified,Social network,Not specified,Detailed in measure
5366,Not Specified,Loneliness,Not specified,Detailed in measure
5366,Not Specified,Covid 19,Not specified,Detailed in measure
5366,Not Specified,Suspected case of covid 19,Not specified,Detailed in measure
5366,Not Specified,Change in medication,Not specified,Detailed in measure
5367,Not Specified,Primary objective,Not specified,Detailed in measure
5367,Not Specified,Secondary objective 1,Not specified,Detailed in measure
5367,Not Specified,Secondary objective 2,Not specified,Detailed in measure
5367,Not Specified,Secondary objective 3,Not specified,Detailed in measure
5367,Not Specified,Secondary objective 4,Not specified,Detailed in measure
5368,Not Specified,Changes in the eating habits of adults during the quarantine,Not specified,Detailed in measure
5369,Not Specified,Assesment of vaccination indeks in the hsopital by using questionare,Not specified,Detailed in measure
5370,Not Specified,Change in weight randomization 1,Not specified,Detailed in measure
5370,Not Specified,Change in weight randomization 2,Not specified,Detailed in measure
5370,Not Specified,Change in weight randomization 3,Not specified,Detailed in measure
5370,Not Specified,Change in hba1c randomization 1,Not specified,Detailed in measure
5370,Not Specified,Change in hba1c randomization 2,Not specified,Detailed in measure
5370,Not Specified,Change in hba1c randomization 3,Not specified,Detailed in measure
5370,Not Specified,Difference in percent time spent in hypoglycemia randomization 1,Not specified,Detailed in measure
5370,Not Specified,Difference in percent time spent in hypoglycemia randomization 2,Not specified,Detailed in measure
5370,Not Specified,Difference in percent time spent in hypoglycemia randomization 3,Not specified,Detailed in measure
5370,Not Specified,Change in percent body fat randomization 1,Not specified,Detailed in measure
5370,Not Specified,Change in percent body fat randomization 2,Not specified,Detailed in measure
5370,Not Specified,Change in percent body fat randomization 3,Not specified,Detailed in measure
5370,Not Specified,Difference in time spent within target blood glucose range randomization 1,Not specified,Detailed in measure
5370,Not Specified,Difference in time spent within target blood glucose range randomization 2,Not specified,Detailed in measure
5370,Not Specified,Difference in time spent within target blood glucose range randomization 3,Not specified,Detailed in measure
5371,Not Specified,Regional compliance variation,Not specified,Detailed in measure
5371,Not Specified,Regional resistance variation,Not specified,Detailed in measure
5371,Not Specified,Regional compliance and fob duration,Not specified,Detailed in measure
5371,Not Specified,Regional compliance and pao2,Not specified,Detailed in measure
5371,Not Specified,Atelectasis areas and bal flooded areas,Not specified,Detailed in measure
5371,Not Specified,Pao2 and pao2/fio2 ratio,Not specified,Detailed in measure
5371,Not Specified,Paco2,Not specified,Detailed in measure
5371,Not Specified,Endotracheal tube size and fiberscope size,Not specified,Detailed in measure
5371,Not Specified,Hemodynamic variations,Not specified,Detailed in measure
5372,Not Specified,Change in use of cms care coordination reimbursement code over,5 years,Detailed in measure
5372,Not Specified,Change in glycemic control over,5 years,Detailed in measure
5372,Not Specified,Change in healthcare utilization over,5 years,Detailed in measure
5372,Not Specified,Change in patient satisfaction over,5 years,Detailed in measure
5372,Not Specified,Change in status of received diabetes care over,5 years,Detailed in measure
5372,Not Specified,Change in patient reported physical health over,5 years,Detailed in measure
5372,Not Specified,Glycemic control (hba1c) for telehealth visits for covid 19 patients,Not specified,Detailed in measure
5373,Not Specified,Change in body appreciation scale,Not specified,Detailed in measure
5373,Not Specified,Change in engaged living scale,Not specified,Detailed in measure
5373,Not Specified,Change in multidimensional assessment of interoceptive awareness,Not specified,Detailed in measure
5373,Not Specified,Change in social contribution scale,Not specified,Detailed in measure
5373,Not Specified,Change in sociocultural pressures around appearance,Not specified,Detailed in measure
5373,Not Specified,Change in internalization of media appearance ideals,Not specified,Detailed in measure
5373,Not Specified,Change in ideal body stereotype scale,Not specified,Detailed in measure
5373,Not Specified,Change in self compassion scale,Not specified,Detailed in measure
5373,Not Specified,Change in group belonging scale,Not specified,Detailed in measure
5373,Not Specified,Change in peer influence on appearance concerns,Not specified,Detailed in measure
5373,Not Specified,Change in dieting behavior and restraint,Not specified,Detailed in measure
5373,Not Specified,Change in body dissatisfaction scale,Not specified,Detailed in measure
5373,Not Specified,Change in objectified body consciousness scale,Not specified,Detailed in measure
5373,Not Specified,Change in self liking scale/self competence scale,Not specified,Detailed in measure
5373,Not Specified,Change in self efficacy scale,Not specified,Detailed in measure
5373,Not Specified,Change in belonging scale,Not specified,Detailed in measure
5373,Not Specified,Change in proactive coping scale,Not specified,Detailed in measure
5373,Not Specified,Change in eating attitudes test 26,Not specified,Detailed in measure
5373,Not Specified,Change in school engagement and belonging,Not specified,Detailed in measure
5373,Not Specified,Change in school grades and attendance,Not specified,Detailed in measure
5373,Not Specified,Change in physical health questionnaire,Not specified,Detailed in measure
5373,Not Specified,Change in positive and negative affect scale,Not specified,Detailed in measure
5373,Not Specified,Change in patient health questionnaire a,Not specified,Detailed in measure
5373,Not Specified,Change in ucla loneliness scale,Not specified,Detailed in measure
5373,Not Specified,Change in humanitarian egalitarian scale,Not specified,Detailed in measure
5373,Not Specified,Change in generalized anxiety disorder 7,Not specified,Detailed in measure
5373,Not Specified,Change in covid 19 impact,Not specified,Detailed in measure
5374,Not Specified,Change in parental sensitivity,Not specified,Detailed in measure
5374,Not Specified,Change in child care activities scale,Not specified,Detailed in measure
5374,Not Specified,Change in parenting stress index short form version iii,Not specified,Detailed in measure
5374,Not Specified,Change in parenting sense of competence scale,Not specified,Detailed in measure
5374,Not Specified,Change in spousal attachment questionnaire,Not specified,Detailed in measure
5374,Not Specified,Change in conflict and problem solving scale,Not specified,Detailed in measure
5374,Not Specified,Change in o'leary porter scale,Not specified,Detailed in measure
5374,Not Specified,Change in brief infant toddler emotional assessment,Not specified,Detailed in measure
5374,Not Specified,Mother infant attachment,Not specified,Detailed in measure
5374,Not Specified,Father infant attachment,Not specified,Detailed in measure
5374,Not Specified,Change in couples' communication styles,Not specified,Detailed in measure
5374,Not Specified,Change in infant affect regulation,Not specified,Detailed in measure
5375,Not Specified,Adverse reaction (ae) and severe adverse reaction (sae),Not specified,Detailed in measure
5375,Not Specified,Time to clinical improvement (ttic),Not specified,Detailed in measure
5375,Not Specified,Number of patients weaning from mechanical ventilation,Not specified,Detailed in measure
5375,Not Specified,Duration (days) of icu monitoring,Not specified,Detailed in measure
5375,Not Specified,Duration (days) of vasoactive agents usage,Not specified,Detailed in measure
5375,Not Specified,Duration (days) of mechanical ventilation supply,Not specified,Detailed in measure
5375,Not Specified,Number of patients with improved organ failure,Not specified,Detailed in measure
5375,Not Specified,Rate of mortality,Not specified,Detailed in measure
5376,Not Specified,Filter rate,Not specified,Detailed in measure
5376,Not Specified,Comfort level,Not specified,Detailed in measure
5376,Not Specified,Ability to breathe,Not specified,Detailed in measure
5377,Not Specified,6 minute test,Not specified,Detailed in measure
5377,Not Specified,Time for 10 meter test,Not specified,Detailed in measure
5377,Not Specified,6 minute walk test,Not specified,Detailed in measure
5377,Not Specified,Recovery time,Not specified,Detailed in measure
5377,Not Specified,Normal or deficient posture balance in sitting and standing,Not specified,Detailed in measure
5377,Not Specified,Berg balance scale,Not specified,Detailed in measure
5377,Not Specified,Timed up and go test,Not specified,Detailed in measure
5377,Not Specified,Duration for the test of the 10 chair lifts,Not specified,Detailed in measure
5377,Not Specified,Mrc scale,Not specified,Detailed in measure
5377,Not Specified,Functional independence measure,Not specified,Detailed in measure
5377,Not Specified,Acceptability,Not specified,Detailed in measure
5377,Not Specified,Acceptance,Not specified,Detailed in measure
5377,Not Specified,Fatigue,Not specified,Detailed in measure
5377,Not Specified,Undesirable effects,Not specified,Detailed in measure
5377,Not Specified,Confidence in the future,Not specified,Detailed in measure
5378,Not Specified,Respiratory tract infection,Not specified,Detailed in measure
5379,Not Specified,Major complication rate,Not specified,Detailed in measure
5379,Not Specified,The six minute walking test,Not specified,Detailed in measure
5379,Not Specified,Modified medical research council dyspnea scale,Not specified,Detailed in measure
5379,Not Specified,Visual analog scale,Not specified,Detailed in measure
5379,Not Specified,Duration of tube thoracostomy drainage,Not specified,Detailed in measure
5379,Not Specified,Forced expiratory volume one second (fev1),Not specified,Detailed in measure
5379,Not Specified,Forced vital capacity (fvc),Not specified,Detailed in measure
5379,Not Specified,Diffusion capacity,Not specified,Detailed in measure
5379,Not Specified,Lung capacities,Not specified,Detailed in measure
5379,Not Specified,Lung v/q scintigraphy,Not specified,Detailed in measure
5379,Not Specified,Procalcitonin (pct),Not specified,Detailed in measure
5379,Not Specified,C reactive protein (crp),Not specified,Detailed in measure
5379,Not Specified,Ferritin,Not specified,Detailed in measure
5379,Not Specified,Lactate dehydrogenase,Not specified,Detailed in measure
5379,Not Specified,D'dimer test,Not specified,Detailed in measure
5379,Not Specified,Partial carbon monoxide pressure (paco2),Not specified,Detailed in measure
5379,Not Specified,Partial oxigen pressure (pao2),Not specified,Detailed in measure
5379,Not Specified,Arterial blood oxygen saturation level (sao2),Not specified,Detailed in measure
5379,Not Specified,Anxiety inventory,Not specified,Detailed in measure
5380,Not Specified,Clinical utility as assessed by the pi,Not specified,Detailed in measure
5380,Not Specified,Clinical utility as assessed by other clinicians,Not specified,Detailed in measure
5380,Not Specified,Correlation of resp data with other measures of patient status,Not specified,Detailed in measure
5381,Not Specified,"Face to face examination of video pediatric gait, arms, legs and spine (v pgals)",Not specified,Detailed in measure
5381,Not Specified,"Real time virtual video pediatric gait, arms, legs and spine (v pgals)",Not specified,Detailed in measure
5381,Not Specified,Acceptability of v pgals examination to the child in terms of the duration,Not specified,Detailed in measure
5381,Not Specified,Acceptability of v pgals examination to the child in terms of the additional discomfort caused,Not specified,Detailed in measure
5381,Not Specified,Acceptability of v pgals examination to the parent who will be present during examination in terms of the duration,Not specified,Detailed in measure
5381,Not Specified,Acceptability of v pgals examination to the parent who will be present during examination in terms of the additional discomfort caused,Not specified,Detailed in measure
5382,Not Specified,Time to negative nps,Not specified,Detailed in measure
5382,Not Specified,Time to negative saliva,Not specified,Detailed in measure
5382,Not Specified,Time to clinical improvement,Not specified,Detailed in measure
5382,Not Specified,Hospitalisation,Not specified,Detailed in measure
5382,Not Specified,Mortality,Not specified,Detailed in measure
5382,Not Specified,Immune reaction,Not specified,Detailed in measure
5382,Not Specified,Adverse events,Not specified,Detailed in measure
5382,Not Specified,Time to negative all clinical specimens,Not specified,Detailed in measure
5383,Not Specified,Frequency adherence to intervention,Not specified,Detailed in measure
5383,Not Specified,Duration adherence to intervention,Not specified,Detailed in measure
5384,Not Specified,Time to intubate,Not specified,Detailed in measure
5384,Not Specified,Attempts at intubation,Not specified,Detailed in measure
5384,Not Specified,Need for bag mask ventilation,Not specified,Detailed in measure
5384,Not Specified,Lowest oxygen saturation during induction and intubation,Not specified,Detailed in measure
5385,Not Specified,Youth quality of life: pedsql,12 months,Detailed in measure
5385,Not Specified,Youth quality of life: pedsql,18 months,Detailed in measure
5385,Not Specified,Change youth quality of life: pedsql,"12 months, from baseline",Detailed in measure
5385,Not Specified,Change youth quality of life: pedsql,"18 months, from baseline",Detailed in measure
5385,Not Specified,Youth functional disability,12 months,Detailed in measure
5385,Not Specified,Youth functional disability,18 months,Detailed in measure
5385,Not Specified,Change youth functional disability,"12 months, from baseline",Detailed in measure
5385,Not Specified,Change youth functional disability,"18 months, from baseline",Detailed in measure
5385,Not Specified,Youth disease outcomes crohn's disease severity,12 months,Detailed in measure
5385,Not Specified,Youth disease outcomes ulcerative colitis severity,12 months,Detailed in measure
5385,Not Specified,Youth disease outcomes crohn's disease severity,18 months,Detailed in measure
5385,Not Specified,Youth disease outcomes ulcerative colitis severity,18 months,Detailed in measure
5385,Not Specified,Number of hospital admissions in previous,"12 months, 6 months",Detailed in measure
5385,Not Specified,Number of hospital admissions in previous,"18 months, 6 months",Detailed in measure
5385,Not Specified,Number of clinic appointments in previous,"12 months, 6 months",Detailed in measure
5385,Not Specified,Number of clinic appointments in previous,"18 months, 6 months",Detailed in measure
5385,Not Specified,Number of missed appointments in previous,"12 months, 6 months",Detailed in measure
5385,Not Specified,Number of missed appointments in previous,"18 months, 6 months",Detailed in measure
5385,Not Specified,Number of procedures in previous,"12 months, 6 months",Detailed in measure
5385,Not Specified,Number of procedures in previous,"18 months, 6 months",Detailed in measure
5385,Not Specified,Mentor qol,12 months,Detailed in measure
5385,Not Specified,Mentor qol,18 months,Detailed in measure
5385,Not Specified,Change mentor qol,"12 months, from baseline",Detailed in measure
5385,Not Specified,Parent qol,12 months,Detailed in measure
5385,Not Specified,Change parent qol,"12 months, from baseline",Detailed in measure
5386,Not Specified,All cause mortality,28 days,Detailed in measure
5386,Not Specified,To investigate the effect of recap on long term major adverse kidney events (make),Not specified,Detailed in measure
5386,Not Specified,"To investigate the effect of recap on use of organ support, i.e., mechanical ventilation (mv), renal replacement therapy (rrt), vasopressors or inotropes",Not specified,Detailed in measure
5386,Not Specified,To investigate the effect of recap on length of stay (los) in icu,Not specified,Detailed in measure
5386,Not Specified,To investigate the effect of recap on allcause mortality,90 days,Detailed in measure
5387,Not Specified,Agreement between virtual and in person airway examinations,Not specified,Detailed in measure
5387,Not Specified,Agreement between virtual and in person airway assessments in suspecting a difficult airway,Not specified,Detailed in measure
5388,Not Specified,Change on recovery experience questionnaire,Not specified,Detailed in measure
5388,Not Specified,Change on international trauma questionnaire,Not specified,Detailed in measure
5388,Not Specified,Change on moral injury outcome scale,Not specified,Detailed in measure
5388,Not Specified,Change on perceived stress scale,Not specified,Detailed in measure
5388,Not Specified,Change on patient health questionnaire,Not specified,Detailed in measure
5388,Not Specified,Change on well being index,Not specified,Detailed in measure
5389,Not Specified,Recovery time,Not specified,Detailed in measure
5389,Not Specified,Self rating depression scale,Not specified,Detailed in measure
5389,Not Specified,Survival rate,Not specified,Detailed in measure
5390,Not Specified,Daily minutes of pa (physical activity),Not specified,Detailed in measure
5390,Not Specified,Daily step count,Not specified,Detailed in measure
5390,Not Specified,Parent perceptions of interventions,Not specified,Detailed in measure
5390,Not Specified,Teacher perceptions of interventions,Not specified,Detailed in measure
5391,Not Specified,Change in anxiety,Not specified,Detailed in measure
5391,Not Specified,Change in depression,Not specified,Detailed in measure
5391,Not Specified,Change in feelings of social isolation,Not specified,Detailed in measure
5391,Not Specified,Change in positive affect,Not specified,Detailed in measure
5391,Not Specified,Change in sense of meaning and purpose,Not specified,Detailed in measure
5392,Not Specified,Demographics,Not specified,Detailed in measure
5392,Not Specified,Knowledge of my 5 moments for hand hygiene,Not specified,Detailed in measure
5392,Not Specified,Knowledge of my 5 moments for hand hygiene (post test),Not specified,Detailed in measure
5392,Not Specified,Frequency of performing my 5 moments for hand hygiene,Not specified,Detailed in measure
5392,Not Specified,Frequency of performing my 5 moments for hand hygiene (post test),Not specified,Detailed in measure
5392,Not Specified,Attitude on hand hygiene,Not specified,Detailed in measure
5392,Not Specified,Attitude on hand hygiene (post test),Not specified,Detailed in measure
5392,Not Specified,Atp testing,Not specified,Detailed in measure
5392,Not Specified,Atp testing (post test),Not specified,Detailed in measure
5393,Not Specified,Vital signs measurement,Not specified,Detailed in measure
5393,Not Specified,Body mass index,Not specified,Detailed in measure
5394,Not Specified,Feasibility of intervention,Not specified,Detailed in measure
5394,Not Specified,Acceptability of intervention,Not specified,Detailed in measure
5394,Not Specified,Self awareness,Not specified,Detailed in measure
5394,Not Specified,Post traumatic stress,Not specified,Detailed in measure
5394,Not Specified,Self compassion,Not specified,Detailed in measure
5394,Not Specified,Anxiety,Not specified,Detailed in measure
5394,Not Specified,Depression,Not specified,Detailed in measure
5394,Not Specified,Insomnia,Not specified,Detailed in measure
5394,Not Specified,Loneliness,Not specified,Detailed in measure
5394,Not Specified,Post traumatic growth,Not specified,Detailed in measure
5394,Not Specified,Professional quality of life,Not specified,Detailed in measure
5395,Not Specified,Participant satisfaction,Not specified,Detailed in measure
5395,Not Specified,Clinical escalation,Not specified,Detailed in measure
5395,Not Specified,Adverse events,Not specified,Detailed in measure
5396,Not Specified,Time of success fiberoptic endotracheal intubation,Not specified,Detailed in measure
5397,Not Specified,Rheumatoid arthritis patient´s disease activity,Not specified,Detailed in measure
5397,Not Specified,Rheumatoid arthritis patient´s quality of life,Not specified,Detailed in measure
5397,Not Specified,Rheumatoid arthritis patient's disability,Not specified,Detailed in measure
5397,Not Specified,Satisfaction with medical care,Not specified,Detailed in measure
5397,Not Specified,Patient´s adherence to medical care,Not specified,Detailed in measure
5398,Not Specified,Ventilator days,Not specified,Detailed in measure
5398,Not Specified,Intensive care unit (icu) length of stay,Not specified,Detailed in measure
5398,Not Specified,Need for re intubation,Not specified,Detailed in measure
5399,Not Specified,The clinical data and samples from this study will be used to test for interaction of key parameters of phenotype with genetic variants and other biomarkers identified from biospecimens,Not specified,Detailed in measure
5399,Not Specified,Secondary outcomes will include the number and severity of systemic and ocular adverse events among participants who use systemic immunosuppression,Not specified,Detailed in measure
5400,Not Specified,Feasibility of telehealth cbt group for older adults,Not specified,Detailed in measure
5400,Not Specified,Acceptability of telehealth cbt group for older adults,Not specified,Detailed in measure
5400,Not Specified,Attrition to the telehealth cbt group for older adults,Not specified,Detailed in measure
5400,Not Specified,Effect size between pre group and post group questionnaires (anxiety),Not specified,Detailed in measure
5400,Not Specified,Effect size between pre group and post group questionnaires (depression),Not specified,Detailed in measure
5400,Not Specified,Effect size between pre group and post group questionnaires (perceived quality of life),Not specified,Detailed in measure
5401,Not Specified,Change in anxiety levels as measured by gad 7,Not specified,Detailed in measure
5401,Not Specified,Change in depressive symptoms as measured by the phq,Not specified,Detailed in measure
5401,Not Specified,Change in parenting beliefs as measured by the psoc scale,Not specified,Detailed in measure
5401,Not Specified,Change in hope as measured by the state hope scale,Not specified,Detailed in measure
5401,Not Specified,Acceptability of intervention as measured by the program feedback scale,Not specified,Detailed in measure
5402,Not Specified,Fev1 stability,Not specified,Detailed in measure
5402,Not Specified,Exacerbation rate,Not specified,Detailed in measure
5404,Not Specified,Nursing child assessment satellite training (ncast) assessment scale will be used to evaluate mother infant (m i) interactions,Not specified,Detailed in measure
5405,Not Specified,"Comparison of relative bioavailability of test vs. reference after multiple dose administration after a light meal determined by use of auc144 168,ss of cannabidiol",Not specified,Detailed in measure
5405,Not Specified,"Comparison of relative bioavailability of test vs. reference after multiple dose administration after a light meal determined by use of cmax,144 168,ss of cannabidiol",Not specified,Detailed in measure
5405,Not Specified,"Comparison of relative bioavailability of test vs. reference after multiple dose administration after a light meal determined by use of cmin,144 168,ss of cannabidiol",Not specified,Detailed in measure
5405,Not Specified,"Comparison of relative bioavailability of test vs. reference after multiple dose administration after a light meal determined by use of auc144 168,ss of 7 oh cbd",Not specified,Detailed in measure
5405,Not Specified,"Comparison of relative bioavailability of test vs. reference after multiple dose administration after a light meal determined by use of cmax,144 168,ss, of 7 oh cbd",Not specified,Detailed in measure
5405,Not Specified,"Comparison of relative bioavailability of test vs. reference after multiple dose administration after a light meal determined by use of cmin,144 168,ss of 7 oh cbd",Not specified,Detailed in measure
5405,Not Specified,Frequency of adverse events,Not specified,Detailed in measure
5405,Not Specified,Frequency of subjects showing adverse events,Not specified,Detailed in measure
5406,Not Specified,Pain intensity and disability,Not specified,Detailed in measure
5406,Not Specified,Health related quality of life,Not specified,Detailed in measure
5406,Not Specified,Self efficacy of pain,Not specified,Detailed in measure
5407,Not Specified,Time of face mask wear,Not specified,Detailed in measure
5408,Not Specified,Reduction of frequency of face touching behavior,Not specified,Detailed in measure
5408,Not Specified,Reduction of percentage of participants touching their faces,Not specified,Detailed in measure
5408,Not Specified,Five facet mindfulness questionnaire (ffmq),Not specified,Detailed in measure
5408,Not Specified,The edinburgh handedness inventory (ehi),Not specified,Detailed in measure
5409,Not Specified,Change psychological flexibility,"From baseline, 5 months",Detailed in measure
5409,Not Specified,Change mindfulness skills,"From baseline, 5 months",Detailed in measure
5409,Not Specified,Change resilience,"From baseline, 5 months",Detailed in measure
5409,Not Specified,Change subjective mental health,"From baseline, 5 months",Detailed in measure
5409,Not Specified,Change quality of life,"From baseline, 5 months",Detailed in measure
5409,Not Specified,Change subjective health complaints,"From baseline, 5 months",Detailed in measure
5409,Not Specified,Change caring related quality of life,"From baseline, 5 months",Detailed in measure
