study_id,condition_name,mesh_term
4837,MENTAL HEALTH WELLNESS 1,Not Specified
4837,ANXIETY,Not Specified
4837,HAPPINESS,Not Specified
4838,BLOOD DONATION,Not Specified
4839,"FIBROSES, PULMONARY",Not Specified
4840,FOOD INSECURITY,Not Specified
4841,CRITICALLY ILL,Not Specified
4841,COVID-19,Not Specified
4842,COVID-19,Not Specified
4843,CHRONIC DISABLING,Not Specified
4843,COVID-19,Not Specified
4844,GASTROINTESTINAL DISEASE,Not Specified
4844,INFECTIOUS DISEASE,Not Specified
4844,CAPSULE ENDOSCOPY,Not Specified
4845,ARDS,Not Specified
4845,PNEUMONIA,Not Specified
4845,RESPIRATORY FAILURE,Not Specified
4846,PNEUMONIA,Not Specified
4847,COVID-19,Not Specified
4848,EMERGENCY MEDICINE,Not Specified
4849,COVID-19,Not Specified
4850,MYOCARDIAL INFARCTION,Not Specified
4850,HEART DISEASES,Not Specified
4851,COVID-19,Not Specified
4851,PEDIATRIC PSYCHIATRIC DISORDER,Not Specified
4851,STRESS,Not Specified
4852,PHYSICAL THERAPY,Not Specified
4853,STRESS,Not Specified
4854,ACUTE LUNG INJURY,Not Specified
4855,COVID-19,Not Specified
4856,HEALTHY LIFESTYLE,Not Specified
4857,COVID-19,Not Specified
4857,IATROGENIC DISEASE,Not Specified
4857,ACUTE KIDNEY INJURY,Not Specified
4857,ARDS,Not Specified
4858,CANCER,Not Specified
4859,MENTAL HEALTH WELLNESS 1,Not Specified
4859,ADDICTION,Not Specified
4859,STRESS,Not Specified
4859,COVID-19,Not Specified
4860,COVID-19,Not Specified
4860,ARDS,Not Specified
4860,COVID-19,Not Specified
4860,ARDS,Not Specified
4861,PARENTAL BURNOUT,Not Specified
4862,BLOOD DONATION,Not Specified
4863,DIABETES MELLITUS,Not Specified
4864,COVID-19,Not Specified
4864,RESPIRATORY FAILURE,Not Specified
4864,COVID-19,Not Specified
4865,CHRONIC MUSCULOSKELETAL PAIN,Not Specified
4866,COVID-19,Not Specified
4867,COVID-19,Not Specified
4867,PNEUMONIA,Not Specified
4868,BLOOD DONATION,Not Specified
4869,WELLBEING,Not Specified
4869,STRESS,Not Specified
4869,STRESS,Not Specified
4869,STRESS,Not Specified
4869,STRESS,Not Specified
4869,STRESS,Not Specified
4869,ANXIETY,Not Specified
4869,DEPRESSION,Not Specified
4869,HAPPINESS,Not Specified
4869,SATISFACTION,Not Specified
4869,STRESS,Not Specified
4869,AFFECT,Not Specified
4870,BULIMIA NERVOSA,Not Specified
4870,BULIMIA; ATYPICAL,Not Specified
4870,BINGE EATING,Not Specified
4870,BINGE-EATING DISORDER,Not Specified
4871,COVID-19,Not Specified
4872,STROKE,Not Specified
4873,MUSCULOSKELETAL PAIN,Not Specified
4873,DISABILITY PHYSICAL,Not Specified
4873,STRESS,Not Specified
4874,COVID-19,Not Specified
4874,IVERMECTIN POISONING,Not Specified
4874,DRUG TOXICITY,Not Specified
4874,DRUG SIDE EFFECT,Not Specified
4875,COVID-19,Not Specified
4875,INTENSIVE CARE UNIT PATIENT,Not Specified
4875,NEUROLOGICAL ABNORMALITY,Not Specified
4875,DELIRIUM,Not Specified
4875,ENCEPHALOPATHY,Not Specified
4876,OSTEOPOROSIS,Not Specified
4876,SARCOPENIA,Not Specified
4877,COVID-19,Not Specified
4878,VISUAL IMPAIRMENT,Not Specified
4879,STRESS,Not Specified
4879,STRESS,Not Specified
4880,COVID-19,Not Specified
4880,ARDS,Not Specified
4881,EFFECTIVENESS,Not Specified
4882,CONNECTIVE TISSUE DISEASES,Not Specified
4882,RARE DISEASES,Not Specified
4882,RHEUMATOLOGIC DISORDER,Not Specified
4883,APPENDICITIS ACUTE,Not Specified
4883,COVID-19,Not Specified
4884,MALIGNANT NEOPLASM,Not Specified
4884,COVID-19,Not Specified
4885,COVID-19,Not Specified
4886,HER2-POSITIVE BREAST CANCER,Not Specified
4887,COVID-19,Not Specified
4887,CANCER,Not Specified
4888,SLEEP HYGIENE,Not Specified
4889,COVID-19,Not Specified
4890,COVID-19,Not Specified
4890,COVID-19,Not Specified
4891,DEPRESSION,Not Specified
4891,GENERALIZED ANXIETY,Not Specified
4891,HEALTH ANXIETY,Not Specified
4892,CHRONIC DISEASE,Not Specified
4892,CHRONIC DISEASES IN ADOLESCENCE,Not Specified
4892,CHRONIC DISEASE OF IMMUNE SYSTEM,Not Specified
4892,CHRONIC KIDNEY DISEASES,Not Specified
4893,FLU LIKE SYMPTOM,Not Specified
4893,FLU LIKE ILLNESS,Not Specified
4894,DEPRESSION,Not Specified
4894,ANXIETY,Not Specified
4895,COVID-19,Not Specified
4895,PNEUMONIA,Not Specified
4895,OXYGEN TOXICITY,Not Specified
4896,PNEUMONIA,Not Specified
4897,MENTAL HEALTH ISSUE,Not Specified
4898,COVID-19,Not Specified
4898,RISK REDUCTION,Not Specified
4898,STRESS,Not Specified
4898,SLEEP,Not Specified
4899,STRESS,Not Specified
4900,RUMINATION,Not Specified
4900,ANXIETY,Not Specified
4900,STRESS,Not Specified
4900,DEPRESSIVE SYMPTOMS,Not Specified
4901,COVID-19,Not Specified
4901,DISEASE OUTBREAK,Not Specified
4901,MENTAL DISORDERS,Not Specified
4902,ANXIETY,Not Specified
4902,DEPRESSION,Not Specified
4902,INTERPERSONAL PROBLEM,Not Specified
4902,EMOTION REGULATION,Not Specified
4903,COVID-19,Not Specified
4904,PSYCHOLOGICAL STRAIN,Not Specified
4905,COVID-19,Not Specified
4905,COVID-19,Not Specified
4905,ELDERLY INFECTION,Not Specified
4905,OLD AGE; DEBILITY,Not Specified
4906,HEALTH BEHAVIOUR CHANGE,Not Specified
4907,MIGRANTS,Not Specified
4907,ANXIETY,Not Specified
4907,DEPRESSION,Not Specified
4908,MENTAL DISORDER,Not Specified
4908,GENERAL POPULATION,Not Specified
4909,STRESS,Not Specified
4910,COVID-19,Not Specified
4911,DEPRESSION,Not Specified
4911,DEPRESSIVE SYMPTOMS,Not Specified
4912,ADVANCED SUTURING SKILLS,Not Specified
4912,SURGICAL EDUCATION,Not Specified
4913,INTRUSIVE MEMORIES OF TRAUMATIC EVENT(S),Not Specified
4913,STRESS,Not Specified
4914,COVID-19,Not Specified
4915,CHEMEOTHERAPY,Not Specified
4915,IMMUNOTHERAPY,Not Specified
4915,TREATMENT MOFIDIED,Not Specified
4915,COVID-19,Not Specified
4915,QUALITY OF LIFE,Not Specified
4916,COVID-19,Not Specified
4916,COVID-19,Not Specified
4916,MYOCARDIAL INJURY,Not Specified
4916,PNEUMONIA,Not Specified
4917,COVID-19,Not Specified
4917,MEDICAL EMERGENCIES,Not Specified
4918,POST PARTUM DEPRESSION,Not Specified
4919,FIBROMYALGIA,Not Specified
4919,"FIBROMYALGIA, PRIMARY",Not Specified
4920,HYPERTENSION,Not Specified
4921,COVID-19,Not Specified
4922,COVID-19,Not Specified
4923,BRAIN INJURIES,Not Specified
4923,STROKE,Not Specified
4923,SPINAL CORD INJURIES,Not Specified
4924,"KNOWLEDGE, ATTITUDES, PRACTICE",Not Specified
4925,MULTIPLE OSTEOCHONDROMA,Not Specified
4925,OSTEOGENESIS IMPERFECTA,Not Specified
4925,OLLIER DISEASE,Not Specified
4925,MAFFUCCI SYNDROME,Not Specified
4926,COVID-19,Not Specified
4926,OXYGEN DEFICIENCY,Not Specified
4927,INFLAMMATORY BOWEL DISEASES,Not Specified
4928,PSORIASIS,Not Specified
4928,COVID-19,Not Specified
4929,COVID-19,Not Specified
4930,NUTRITION,Not Specified
4931,HIV INFECTIONS,Not Specified
4931,COVID-19,Not Specified
4931,HEALTH CARE UTILIZATION,Not Specified
4931,GENDER-BASED VIOLENCE,Not Specified
4932,RHEUMATIC DISEASE,Not Specified
4932,HIV INFECTIONS,Not Specified
4932,AIDS,Not Specified
4932,SAFETY ISSUES,Not Specified
4932,IMMUNOGENICITY,Not Specified
4932,COVID-19,Not Specified
4933,COVID-19,Not Specified
4934,TELEMEDICINE,Not Specified
4934,"SURGERY, PLASTIC",Not Specified
4935,ARDS,Not Specified
4936,RESPIRATORY FAILURE,Not Specified
4937,ANKLE FRACTURES,Not Specified
4937,PROXIMAL HUMERAL FRACTURE,Not Specified
4937,WRIST FRACTURE,Not Specified
4938,"RESILIENCE, PSYCHOLOGICAL",Not Specified
4938,LONELINESS,Not Specified
4938,YOUTH,Not Specified
4938,SURVEYS AND QUESTIONNAIRES,Not Specified
4939,TRAUMA,Not Specified
4940,COVID-19,Not Specified
4940,RESPIRATORY FAILURE,Not Specified
4941,COVID-19,Not Specified
4942,SUBSTANCE ABUSE,Not Specified
4942,STRESS,Not Specified
4943,HEALTH CARE UTILIZATION,Not Specified
4944,ANXIETY,Not Specified
4945,COVID-19,Not Specified
4945,HEALTHY VOLUNTEERS,Not Specified
4946,ANXIETY,Not Specified
4947,PNEUMONIA,Not Specified
4948,COVID-19,Not Specified
4949,COMORBIDITIES AND COEXISTING CONDITIONS,Not Specified
4949,SOCIAL ISOLATION,Not Specified
4950,IMMUNE SUPPRESSION,Not Specified
4950,IMMUNE DEFICIENCY,Not Specified
4950,INFECTION,Not Specified
4950,COVID-19,Not Specified
4950,"CHILDREN, ADULT",Not Specified
4951,COVID-19,Not Specified
4951,INFLUENZA A,Not Specified
4951,INFLUENZA B,Not Specified
4951,H1N1 INFLUENZA,Not Specified
4952,CANCER,Not Specified
4952,COVID-19,Not Specified
4953,INFLUENZA,Not Specified
4954,CRITICAL ILLNESS,Not Specified
4954,COVID-19,Not Specified
4954,COGNITIVE DYSFUNCTION,Not Specified
4955,COVID-19,Not Specified
4956,PREGNANCY COMPLICATIONS,Not Specified
4956,BIRTH INJURIES,Not Specified
4957,HEALTHY,Not Specified
4957,CHRONIC STABLE ILLNESS,Not Specified
4958,SAR,Not Specified
4958,PNEUMONIA,Not Specified
4959,CARDIOPULMONARY RESUSCITATION,Not Specified
4959,PERSONAL PROTECTIVE EQUIPMENT,Not Specified
4960,COVID-19,Not Specified
4960,ARDS,Not Specified
4961,"INFECTION, RESPIRATORY TRACT",Not Specified
4962,BARIATRIC SURGERY CANDIDATE,Not Specified
4962,PATIENT UNDERWENT BARIATRIC SURGERY,Not Specified
4963,COVID-19,Not Specified
4963,CHRONIC DISEASE,Not Specified
4963,PSYCHIATRIC DISORDER,Not Specified
4963,CARDIOVASCULAR DISEASES,Not Specified
4964,CHRONIC DISEASE,Not Specified
4964,AGING,Not Specified
4964,AGING PROBLEMS,Not Specified
4964,HEALTH BEHAVIOR,Not Specified
4964,MULTIPLE CHRONIC CONDITIONS,Not Specified
4964,CHRONIC ILLNESS,Not Specified
4964,"CHRONIC ILLNESSES, MULTIPLE",Not Specified
4964,HEALTHY LIFESTYLE,Not Specified
4964,HEALTHY AGING,Not Specified
4964,AGING WELL,Not Specified
4964,HEALTHY LIFE STYLE,Not Specified
4964,SELF-MANAGEMENT,Not Specified
4964,SELF CARE,Not Specified
4965,STRESS,Not Specified
4965,ANXIETY,Not Specified
4965,"BURNOUT, CAREGIVER",Not Specified
4966,COVID-19,Not Specified
4966,COVID-19,Not Specified
4966,COVID-19,Not Specified
4966,COVID-19,Not Specified
4966,INFLAMMATION,Not Specified
4967,TRUST,Not Specified
4968,GENERALIZED ANXIETY,Not Specified
4968,HEALTH ANXIETY,Not Specified
4969,LIVER DISEASES,Not Specified
4969,LIVER CANCER,Not Specified
4969,COVID-19,Not Specified
4970,COVID-19,Not Specified
4971,COVID-19,Not Specified
4971,COVID-19,Not Specified
4971,COVID-19,Not Specified
4971,ARDS,Not Specified
4971,SHOCK,Not Specified
4971,ACUTE CIRCULATORY FAILURE,Not Specified
4971,LEFT VENTRICULAR DYSFUNCTION,Not Specified
4971,FLUID OVERLOAD,Not Specified
4972,COVID-19,Not Specified
4973,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,Not Specified
4974,RENAL CELL CARCINOMA,Not Specified
4974,CANCER,Not Specified
4974,HEALTHY VOLUNTEERS,Not Specified
4975,CORONA VIRUS DISEASE,Not Specified
4976,COVID-19,Not Specified
4977,ANXIETY,Not Specified
4977,DEPRESSION,Not Specified
4977,STRESS,Not Specified
4977,STRESS,Not Specified
4977,WELL-BEING,Not Specified
4978,HEALTHY VOLUNTEERS,Not Specified
4979,CARDIOVASCULAR DEATH; MAJOR ADVERSE CARDIOVASCULAR EVENTS,Not Specified
4980,COVID-19,Not Specified
4981,COVID-19,Not Specified
4981,PNEUMONIA,Not Specified
4982,COVID-19,Not Specified
4983,TYPE 2 DIABETES,Not Specified
4984,COVID-19,Not Specified
4985,ENCEPHALITIS,Not Specified
4986,STRESS,Not Specified
4987,EXERCISE PROGRAM,Not Specified
4988,COVID-19,Not Specified
4989,COVID-19,Not Specified
4990,ACUTE PANCREATITIS,Not Specified
4990,ACUTE PANCREATIC NECROSIS,Not Specified
4990,ACUTE PANCREATITIS DUE TO GALLSTONES,Not Specified
4990,ACUTE PANCREATIC FLUID COLLECTION,Not Specified
4990,ACUTE PANCREATITIS WITH INFECTED NECROSIS,Not Specified
4990,ACUTE PANCREATITIS WITHOUT NECROSIS OR INFECTION,Not Specified
4990,ACUTE PANCREATITIS DUE TO COMMON BILE DUCT CALCULUS,Not Specified
4990,ACUTE PANCREATITIS RECURRENT,Not Specified
4990,ACUTE PANCREATITIS WITHOUT NECROSIS OR INFECTION (DIAGNOSIS),Not Specified
4990,COVID-19,Not Specified
4991,CARDIOVASCULAR DISEASES,Not Specified
4991,CARDIOVASCULAR RISK FACTOR,Not Specified
4992,REHABILITATION,Not Specified
4993,PNEUMONIA,Not Specified
4994,COVID-19,Not Specified
4994,COGNITIVE IMPAIRMENT,Not Specified
4995,PSYCHIATRIC DISORDER,Not Specified
4995,AGING,Not Specified
4996,COVID-19,Not Specified
4997,DEPRESSION,Not Specified
4997,ANXIETY DISORDERS,Not Specified
4997,STRESS,Not Specified
4998,DYSPNEA,Not Specified
4999,CRITICAL ILLNESS,Not Specified
4999,ARDS,Not Specified
5000,COVID-19,Not Specified
5000,"LUNG INJURY, ACUTE",Not Specified
5000,KIDNEY INJURY,Not Specified
5001,LUNG CANCER,Not Specified
5001,COVID-19,Not Specified
5001,PNEUMONITIS,Not Specified
5002,SEROGROUP C MENINGOCOCCAL MENINGITIS,Not Specified
5002,DIPHTHERIA,Not Specified
5002,COVID-19,Not Specified
5003,COVID-19,Not Specified
5003,DISEASE PREVENTION,Not Specified
5004,FOLLOW-UP,Not Specified
5004,COVID-19,Not Specified
5004,INFECTIOUS DISEASES,Not Specified
5004,RESPIRATORY,Not Specified
5005,COVID-19,Not Specified
5005,PNEUMONIA,Not Specified
5006,STRESS,Not Specified
5007,COVID-19,Not Specified
5007,PNEUMONIA,Not Specified
5007,PNEUMONIA,Not Specified
5008,CEREBROVASCULAR ACCIDENT,Not Specified
5008,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,Not Specified
5008,CHRONIC RENAL FAILURE,Not Specified
5008,CORONARY ARTERY DISEASE,Not Specified
5008,DIABETES MELLITUS,Not Specified
5008,MALIGNANT NEOPLASM,Not Specified
5008,COVID-19,Not Specified
5009,HEARING IMPAIRED CHILDREN,Not Specified
5009,GLUE EAR,Not Specified
5009,"HEARING LOSS, CONDUCTIVE",Not Specified
5010,PNEUMONIA,Not Specified
5010,RESPIRATORY FAILURE,Not Specified
5011,COVID-19,Not Specified
5012,"INFECTIONS, RESPIRATORY",Not Specified
5012,VIRAL INFECTION,Not Specified
5012,VIRAL INFECTION,Not Specified
5012,VACCINE ADVERSE REACTION,Not Specified
5012,RNA VIRUS INFECTIONS,Not Specified
5012,COVID-19,Not Specified
5013,COVID-19,Not Specified
5013,EMERGENCIES,Not Specified
5014,STRESS,Not Specified
5015,RADIOLOGY,Not Specified
5015,ARTIFICIAL INTELLIGENCE,Not Specified
5016,DEPRESSIVE SYMPTOMATOLOGY,Not Specified
5016,STRESS,Not Specified
5016,HEALTH BEHAVIOR,Not Specified
5017,SEPSIS,Not Specified
5017,COVID-19,Not Specified
5017,ARDS,Not Specified
5018,COVID-19,Not Specified
5018,COVID-19,Not Specified
5018,COVID-19,Not Specified
5018,VIRAL INFECTION,Not Specified
5018,RNA VIRUS INFECTIONS,Not Specified
5019,OBESITY,Not Specified
5019,DIABETES,Not Specified
5019,COVID-19,Not Specified
5020,COVID-19,Not Specified
5021,MEMORY DISORDERS,Not Specified
5021,ALZHEIMER DISEASE,Not Specified
5021,MILD COGNITIVE IMPAIRMENT,Not Specified
5022,COVID-19,Not Specified
5022,COUGH,Not Specified
5023,COVID-19,Not Specified
5024,COVID-19,Not Specified
5024,OBESITY,Not Specified
5024,OVERWEIGHT,Not Specified
5024,PNEUMONIA,Not Specified
5025,SEXUAL BEHAVIOR,Not Specified
5026,COVID-19,Not Specified
5026,AIRWAY,Not Specified
5027,VITAMIN C,Not Specified
5027,PNEUMONIA,Not Specified
5027,PNEUMONIA,Not Specified
5028,PNEUMONIA,Not Specified
5029,COVID-19,Not Specified
5029,PNEUMONIA,Not Specified
5029,RESPIRATORY FAILURE,Not Specified
5030,COVID-19,Not Specified
5031,COVID-19,Not Specified
5032,STRESS,Not Specified
5033,MENTAL HEALTH WELLNESS 1,Not Specified
5033,COVID-19,Not Specified
5033,STRESS,Not Specified
5033,DEPRESSIVE SYMPTOMS,Not Specified
5033,ANXIETY SYMPTOMS,Not Specified
5033,IRRITABILITY,Not Specified
5033,TELEPSYCHOTHERAPY,Not Specified
5034,HEALTHY AGING,Not Specified
5035,PNEUMONIA,Not Specified
5035,COVID-19,Not Specified
5036,SMELL DISORDER,Not Specified
5036,TASTE DISORDERS,Not Specified
5036,COVID-19,Not Specified
5037,STRESS,Not Specified
5038,ENDOSCOPY,Not Specified
5039,COVID-19,Not Specified
5040,COVID-19,Not Specified
5040,HEALTH CARE SEEKING BEHAVIOR,Not Specified
5040,HEALTH BEHAVIOR,Not Specified
5041,SKIN PICKING,Not Specified
5042,MAJOR DEPRESSIVE DISORDER,Not Specified
5042,GENERALIZED ANXIETY,Not Specified
5043,POST ICU REHABILITATION,Not Specified
5044,COVID-19,Not Specified
5045,B CELL ALL,Not Specified
5045,B-CELL LYMPHOMA,Not Specified
5045,B-CELL NON HODGKIN LYMPHOMA,Not Specified
5046,COVID-19,Not Specified
5047,EXERCISE TEST,Not Specified
5048,COVID-19,Not Specified
5049,HEALTHY,Not Specified
5050,STRESS,Not Specified
5051,COVID-19,Not Specified
5052,INVESTIGATING PSYCHOLOGICAL IMPACT,Not Specified
5052,CONFINEMENT MEASURES,Not Specified
5052,COVID-19,Not Specified
5052,SCHOOL-AGE CHILDREN,Not Specified
5053,DIETARY DIVERSITY,Not Specified
5054,COVID-19,Not Specified
5054,SARS,Not Specified
5054,COVID-19,Not Specified
5055,2019-NCOV,Not Specified
5056,PULMONARY FIBROSIS,Not Specified
5057,RESPIRATORY INFECTIONS,Not Specified
5058,"SATISFACTION, PATIENT",Not Specified
5058,QUALITY OF LIFE,Not Specified
5059,ONLINE THERAPY,Not Specified
5060,EMOTIONAL REGULATION,Not Specified
5060,AFFECT,Not Specified
5061,AUTISM SPECTRUM DISORDER,Not Specified
5062,PSYCHIATRIC HOSPITALIZATION,Not Specified
5063,"MIGRAINE, HEMICRANIA",Not Specified
5064,COVID-19,Not Specified
5064,COVID-19,Not Specified
5064,VACCINE ADVERSE REACTION,Not Specified
5065,STRESS,Not Specified
5065,RESILIENCE,Not Specified
5066,COVID-19,Not Specified
5067,HEALTHY,Not Specified
5068,BREASTFEEDING,Not Specified
5068,"BREASTFEEDING, EXCLUSIVE",Not Specified
5068,BREASTFEEDING JAUNDICE,Not Specified
5068,EDUCATIONAL PROBLEMS,Not Specified
5069,COVID-19,Not Specified
5070,COVID-19,Not Specified
5071,COMORBIDITIES,Not Specified
5071,CONFINEMENT,Not Specified
5071,OBESITY,Not Specified
5072,MECHANICAL VENTILATION COMPLICATION,Not Specified
5072,MUSCLE WEAKNESS CONDITION,Not Specified
5072,COVID-19,Not Specified
5073,COVID-19,Not Specified
5074,COVID-19,Not Specified
5075,CHILD BEHAVIOR PROBLEM,Not Specified
5075,MENTAL HEALTH ISSUE,Not Specified
5076,INFLAMMATORY DISEASE,Not Specified
5076,COVID-19,Not Specified
5077,BREAST CANCER,Not Specified
5078,COVID-19,Not Specified
5078,ANOSMIA,Not Specified
5079,ARDS,Not Specified
5080,PREGNANCY RELATED,Not Specified
5080,COVID-19,Not Specified
5081,KNOWLEDGE,Not Specified
5081,ATTITUDES,Not Specified
5081,PRACTICES,Not Specified
5082,COVID-19,Not Specified
5083,STRESS,Not Specified
5083,CHILD BEHAVIOR,Not Specified
5083,SOCIAL COMPETENCE,Not Specified
5084,COVID-19,Not Specified
5085,COVID-19,Not Specified
5086,BODY WEIGHT CHANGES,Not Specified
5086,EATING DISORDER SYMPTOM,Not Specified
5086,SEXUAL HARASSMENT,Not Specified
5086,COVID-19,Not Specified
5086,RED S,Not Specified
5087,COVID-19,Not Specified
5088,COVID-19,Not Specified
5089,COVID-19,Not Specified
5089,RESPIRATORY TRACT DISEASES,Not Specified
5090,COVID-19,Not Specified
5090,SAFETY ISSUES,Not Specified
5091,COVID-19,Not Specified
5092,PERINATAL ANXIETY,Not Specified
5092,PERINATAL DEPRESSION,Not Specified
5093,BURNOUT,Not Specified
5093,STRESS,Not Specified
5094,STRESS,Not Specified
5095,COLORECTAL CANCER SCREENING,Not Specified
5096,COVID-19,Not Specified
5097,RESPIRATORY TRACT INFECTIONS,Not Specified
5097,COVID-19,Not Specified
5098,INFLUENZA INFECTION,Not Specified
5098,COVID-19,Not Specified
5099,ARDS,Not Specified
5100,HEALTHY,Not Specified
5101,COVID-19,Not Specified
5102,COVID-19,Not Specified
5103,RSV INFECTION,Not Specified
5103,"CHILDREN, ONLY",Not Specified
5103,OUTPATIENT,Not Specified
5103,BRONCHIOLITIS,Not Specified
5103,OTITIS MEDIA,Not Specified
5103,PNEUMONIA,Not Specified
5104,HEART DISEASES,Not Specified
5105,INFLAMMATION,Not Specified
5106,SURGERY,Not Specified
5106,COVID-19,Not Specified
5106,POST-OP COMPLICATION,Not Specified
5107,PNEUMONIA,Not Specified
5108,COVID-19,Not Specified
5108,CYTOKINE RELEASE SYNDROME,Not Specified
5109,ANOSMIA,Not Specified
5110,SARS,Not Specified
5110,COVID-19,Not Specified
5110,COVID-19,Not Specified
5110,COVID-19,Not Specified
5111,COVID-19,Not Specified
5112,COVID-19,Not Specified
5113,EATING DISORDERS,Not Specified
5113,COVID-19,Not Specified
5114,DEPRESSION,Not Specified
5114,COVID-19,Not Specified
5115,VIRAL INFECTION,Not Specified
5116,COVID-19,Not Specified
5117,COVID-19,Not Specified
5118,FRAILTY SYNDROME,Not Specified
5118,COVID-19,Not Specified
5118,HEALTHY AGING,Not Specified
5118,OLD AGE; DEBILITY,Not Specified
5119,COVID-19,Not Specified
5120,CYTOKINE STORM,Not Specified
5120,CYTOKINES,Not Specified
5121,COVID-19,Not Specified
5121,PNEUMONIA,Not Specified
5122,RESILIENCE,Not Specified
5122,STRESS,Not Specified
5122,SLEEP,Not Specified
5123,SARS,Not Specified
5124,COVID-19,Not Specified
5125,COVID-19,Not Specified
5126,POST ICU SYNDROME,Not Specified
5127,MECHANICAL VENTILATION COMPLICATION,Not Specified
5127,SEVERE ACUTE RESPIRATORY INFECTION,Not Specified
5127,COVID-19,Not Specified
5128,PNEUMONIA,Not Specified
