study_id,condition_name,mesh_term
567,DRUG EFFECT,Not Specified
568,COVID-19,Not Specified
569,VACCINE PREVENTABLE DISEASE,Not Specified
570,COVID-19,Not Specified
571,COVID-19,Not Specified
572,COVID-19,Not Specified
573,COVID-19,Not Specified
574,COVID-19,Not Specified
574,PREGNANCY COMPLICATIONS,Not Specified
575,COVID-19,Not Specified
575,COVID-19,Not Specified
576,OBESITY,Not Specified
576,COVID-19,Not Specified
577,COVID-19,Not Specified
578,COVID-19,Not Specified
579,COVID-19,Not Specified
579,SARS,Not Specified
579,COVID-19,Not Specified
579,COVID-19,Not Specified
580,COVID-19,Not Specified
581,COVID-19,Not Specified
582,COVID-19,Not Specified
583,COVID-19,Not Specified
584,COVID-19,Not Specified
585,COVID-19,Not Specified
586,COVID-19,Not Specified
587,COVID-19,Not Specified
588,POSTPARTUM DEPRESSION,Not Specified
588,STRESS,Not Specified
588,STRESS,Not Specified
589,COVID-19,Not Specified
589,COVID-19,Not Specified
589,COVID-19,Not Specified
590,COVID-19,Not Specified
590,COVID-19,Not Specified
591,COVID-19,Not Specified
592,COVID-19,Not Specified
592,LUNG ULTRASOUND,Not Specified
592,RESPIRATORY COMPLICATION,Not Specified
593,COVID-19,Not Specified
594,COVID-19,Not Specified
595,COVID-19,Not Specified
596,COVID-19,Not Specified
596,RESPIRATORY FAILURE,Not Specified
597,COVID-19,Not Specified
598,COVID-19,Not Specified
599,COVID-19,Not Specified
600,COVID-19,Not Specified
601,COVID-19,Not Specified
601,ARDS,Not Specified
601,ENDOTHELIAL DYSFUNCTION,Not Specified
602,COVID-19,Not Specified
602,PNEUMONIA,Not Specified
603,COVID-19,Not Specified
603,CHRONIC INFLAMMATORY RHEUMATISM,Not Specified
603,AUTOIMMUNE DISEASES,Not Specified
604,COVID-19,Not Specified
605,COVID-19,Not Specified
606,CANCER,Not Specified
607,COVID-19,Not Specified
607,MENTAL HEALTH DISORDER,Not Specified
607,STRESS,Not Specified
607,ANXIETY,Not Specified
607,DEPRESSION,Not Specified
607,COVID-19,Not Specified
608,COVID-19,Not Specified
608,DIABETES MELLITUS,Not Specified
609,COVID-19,Not Specified
610,COVID-19,Not Specified
611,COVID-19,Not Specified
611,FEAR,Not Specified
611,DENTAL ANXIETY,Not Specified
612,COVID-19,Not Specified
613,ALLERGY AND IMMUNOLOGY,Not Specified
613,VIRAL INFECTION,Not Specified
614,COVID-19,Not Specified
615,COVID-19,Not Specified
616,COVID-19,Not Specified
616,COVID-19,Not Specified
617,COVID-19,Not Specified
618,COVID-19,Not Specified
618,PNEUMONIA,Not Specified
618,PULMONARY EMBOLISM,Not Specified
619,COVID-19,Not Specified
620,COVID-19,Not Specified
621,COVID-19,Not Specified
621,BACTERIAL RESPIRATORY TRACT INFECTION,Not Specified
621,VIRAL RESPIRATORY TRACT INFECTION,Not Specified
622,COVID-19,Not Specified
622,COVID-19,Not Specified
623,COVID-19,Not Specified
624,COVID-19,Not Specified
625,COVID-19,Not Specified
625,RHEUMATOID ARTHRITIS,Not Specified
626,COVID-19,Not Specified
627,COVID-19,Not Specified
627,COVID-19,Not Specified
627,COVID-19,Not Specified
628,COVID-19,Not Specified
629,COVID-19,Not Specified
629,COVID-19,Not Specified
630,MULTIPLE SCLEROSIS,Not Specified
630,"DEMYELINATING AUTOIMMUNE DISEASES, CNS",Not Specified
630,AUTOIMMUNE DISEASES OF THE NERVOUS SYSTEM,Not Specified
630,NERVOUS SYSTEM DISEASES,Not Specified
630,DEMYELINATING DISEASES,Not Specified
630,AUTOIMMUNE DISEASES,Not Specified
630,IMMUNE SYSTEM DISEASES,Not Specified
630,PATHOLOGIC PROCESSES,Not Specified
631,COVID-19,Not Specified
631,NURSE'S ROLE,Not Specified
632,COVID-19,Not Specified
633,COVID-19,Not Specified
634,COVID-19,Not Specified
635,COVID-19,Not Specified
636,COVID-19,Not Specified
637,COVID-19,Not Specified
638,RHEUMATIC DISEASES,Not Specified
639,COVID-19,Not Specified
639,ANDROGEN RECEPTOR GENE OVEREXPRESSION,Not Specified
640,COVID-19,Not Specified
641,COVID-19,Not Specified
641,"THROMBOEMBOLISM, VENOUS",Not Specified
642,COVID-19,Not Specified
642,COVID-19,Not Specified
643,COVID-19,Not Specified
644,COVID-19,Not Specified
645,COVID-19,Not Specified
645,PNEUMONIA,Not Specified
646,COVID-19,Not Specified
647,COVID-19,Not Specified
648,COVID-19,Not Specified
649,COVID-19,Not Specified
650,COVID-19,Not Specified
650,COVID-19,Not Specified
650,HEMATOPOIETIC AND LYMPHOID CELL NEOPLASM,Not Specified
650,MALIGNANT SOLID NEOPLASM,Not Specified
650,COVID-19,Not Specified
651,COVID-19,Not Specified
651,RIGHT VENTRICULAR DYSFUNCTION,Not Specified
651,ARDS,Not Specified
652,COVID-19,Not Specified
653,ARDS,Not Specified
653,COVID-19,Not Specified
654,COVID-19,Not Specified
655,COVID-19,Not Specified
655,COVID-19,Not Specified
655,COVID-19,Not Specified
656,COVID-19,Not Specified
656,COVID-19,Not Specified
657,COVID-19,Not Specified
658,COVID-19,Not Specified
659,NEUROIMAGING,Not Specified
659,COVID-19,Not Specified
660,COVID-19,Not Specified
661,WELL-BEING,Not Specified
662,COVID-19,Not Specified
662,COVID-19,Not Specified
663,COVID-19,Not Specified
664,COVID-19,Not Specified
664,COVID-19,Not Specified
665,COVID-19,Not Specified
666,COVID-19,Not Specified
667,COVID-19,Not Specified
668,COVID-19,Not Specified
668,COVID-19,Not Specified
668,COVID-19,Not Specified
669,COVID-19,Not Specified
670,COVID-19,Not Specified
671,COVID-19,Not Specified
672,COVID-19,Not Specified
673,COVID-19,Not Specified
674,COVID-19,Not Specified
675,COVID-19,Not Specified
676,COVID-19,Not Specified
676,THROMBOSIS,Not Specified
676,BLEEDING,Not Specified
676,ANTICOAGULATION,Not Specified
677,COVID-19,Not Specified
678,COVID-19,Not Specified
679,COVID-19,Not Specified
679,LUNG CANCER,Not Specified
680,COVID-19,Not Specified
681,COVID-19,Not Specified
682,COVID-19,Not Specified
682,NEUROLOGIC MANIFESTATIONS,Not Specified
682,PSYCHIATRIC MANIFESTATIONS,Not Specified
683,COVID-19,Not Specified
684,HEART FAILURE,Not Specified
684,COVID-19,Not Specified
685,COVID-19,Not Specified
685,UROLOGIC DISEASES,Not Specified
685,SURGERY--COMPLICATIONS,Not Specified
685,EPIDEMIC DISEASE,Not Specified
686,COVID-19,Not Specified
687,COVID-19,Not Specified
687,PNEUMONIA,Not Specified
688,COVID-19,Not Specified
688,VITAMIN D DEFICIENCY,Not Specified
688,COAGULOPATHY,Not Specified
688,DISSEMINATED INTRAVASCULAR COAGULATION,Not Specified
689,COVID-19,Not Specified
690,COVID-19,Not Specified
691,COVID-19,Not Specified
691,COVID-19,Not Specified
692,COVID-19,Not Specified
692,COVID-19,Not Specified
693,COVID-19,Not Specified
693,RESPIRATORY FAILURE,Not Specified
694,COVID-19,Not Specified
694,INFLUENZA,Not Specified
695,SYSTEMIC LUPUS ERYTHEMATOSUS,Not Specified
695,COVID-19,Not Specified
696,PREGNANCY,Not Specified
696,COVID-19,Not Specified
697,COVID-19,Not Specified
697,PULMONARY FIBROSIS INTERSTITIAL,Not Specified
698,VASCULAR SURGICAL PROCEDURES,Not Specified
698,COVID-19,Not Specified
698,POSTOPERATIVE COMPLICATIONS,Not Specified
699,COVID-19,Not Specified
699,COVID-19,Not Specified
699,VACCINE EFFECTIVENESS,Not Specified
700,HEALTH CARE UTILIZATION,Not Specified
700,HEALTH CARE ASSOCIATED INFECTION,Not Specified
701,COVID-19,Not Specified
702,FEVER,Not Specified
702,PNEUMONIA,Not Specified
702,COUGH,Not Specified
703,COVID-19,Not Specified
704,COVID-19,Not Specified
704,COVID-19,Not Specified
705,COVID-19,Not Specified
706,COVID-19,Not Specified
707,COVID-19,Not Specified
708,COVID-19,Not Specified
709,COVID-19,Not Specified
710,COVID-19,Not Specified
710,SURGERY,Not Specified
710,COVID-19,Not Specified
711,COVID-19,Not Specified
712,COVID-19,Not Specified
713,COVID-19,Not Specified
713,COVID-19,Not Specified
713,COVID-19,Not Specified
714,COVID-19,Not Specified
715,COVID-19,Not Specified
715,PNEUMONIA,Not Specified
716,COVID-19,Not Specified
716,COVID-19,Not Specified
717,COVID-19,Not Specified
717,CYTOKINE STORM,Not Specified
718,COVID-19,Not Specified
719,COVID-19,Not Specified
720,COVID-19,Not Specified
721,COVID-19,Not Specified
721,SAFETY AND EFFICACY,Not Specified
722,COVID-19,Not Specified
723,OLFACTION DISORDERS,Not Specified
723,COVID-19,Not Specified
724,COVID-19,Not Specified
725,COVID-19,Not Specified
725,ARDS,Not Specified
725,SARS,Not Specified
725,COVID-19,Not Specified
726,COVID-19,Not Specified
727,RHEUMATOID ARTHRITIS,Not Specified
727,PSORIATIC ARTHRITIS,Not Specified
727,AXIAL SPONDYLOARTHRITIS,Not Specified
727,SYSTEMIC LUPUS ERYTHEMATOSUS,Not Specified
727,GIANT CELL ARTERITIS,Not Specified
728,COVID-19,Not Specified
729,COVID-19,Not Specified
730,COVID-19,Not Specified
731,COVID-19,Not Specified
732,COVID-19,Not Specified
733,COVID-19,Not Specified
734,COVID-19,Not Specified
734,COVID-19,Not Specified
735,COVID-19,Not Specified
735,FERTILITY ISSUES,Not Specified
736,COVID-19,Not Specified
737,COVID-19,Not Specified
737,COVID-19,Not Specified
738,COVID-19,Not Specified
739,PREGNANT WOMEN,Not Specified
740,COVID-19,Not Specified
740,DIABETES MELLITUS,Not Specified
740,PREVALENCE,Not Specified
740,RISK FACTORS,Not Specified
740,PATIENT OUTCOME ASSESSMENT,Not Specified
740,SARS,Not Specified
741,COVID-19,Not Specified
742,COVID-19,Not Specified
742,COVID-19,Not Specified
743,COVID-19,Not Specified
744,"DIABETES MELLITUS, TYPE 2",Not Specified
744,COVID-19,Not Specified
745,COVID-19,Not Specified
746,COVID-19,Not Specified
747,ACUTE KIDNEY INJURY,Not Specified
747,COVID-19,Not Specified
747,RENAL DYSFUNCTION,Not Specified
747,COVID-19,Not Specified
747,AKI,Not Specified
747,PEDIATRIC KIDNEY DISEASE,Not Specified
747,RENAL INSUFFICIENCY,Not Specified
748,COVID-19,Not Specified
748,NUTRITION DISORDERS,Not Specified
749,COVID-19,Not Specified
750,COVID-19,Not Specified
750,PSYCHIATRIC PROBLEM,Not Specified
750,"ISOLATION, SOCIAL",Not Specified
751,COVID-19,Not Specified
751,INFORMATION SEEKING BEHAVIOR,Not Specified
751,SOCIAL MEDIA,Not Specified
751,"PERCEPTION, SELF",Not Specified
752,COVID-19,Not Specified
752,COVID-19,Not Specified
753,COVID-19,Not Specified
754,COVID-19,Not Specified
755,COVID-19,Not Specified
756,RHEUMATOID ARTHRITIS,Not Specified
756,COVID-19,Not Specified
757,COVID-19,Not Specified
758,ARDS,Not Specified
758,COVID-19,Not Specified
759,COVID-19,Not Specified
759,COVID-19,Not Specified
760,COVID-19,Not Specified
760,COVID-19,Not Specified
761,COVID-19,Not Specified
762,COVID-19,Not Specified
762,CONVALESCENCE,Not Specified
763,COVID-19,Not Specified
763,CARDIAC COMPLICATION,Not Specified
764,COVID-19,Not Specified
765,COVID-19,Not Specified
766,COVID-19,Not Specified
766,PROGRESSION,Not Specified
767,PREGNANCY,Not Specified
768,COVID-19,Not Specified
768,PRENATAL CARE,Not Specified
768,POSTOPERATIVE CARE,Not Specified
769,COVID-19,Not Specified
769,COVID-19,Not Specified
769,COVID-19,Not Specified
769,COVID-19,Not Specified
770,COVID-19,Not Specified
771,COVID-19,Not Specified
772,HEALTHCARE WORKERS,Not Specified
772,COVID-19,Not Specified
772,COVID-19,Not Specified
773,COVID-19,Not Specified
774,COVID-19,Not Specified
775,COVID-19,Not Specified
776,COVID-19,Not Specified
776,COVID-19,Not Specified
777,COVID-19,Not Specified
777,STRESS,Not Specified
778,PNEUMONIA,Not Specified
778,COVID-19,Not Specified
779,COVID-19,Not Specified
779,PNEUMONIA,Not Specified
780,SARS,Not Specified
780,CYTOKINE STORM,Not Specified
780,ARDS,Not Specified
780,COVID-19,Not Specified
780,COVID-19,Not Specified
780,RESPIRATORY FAILURE,Not Specified
781,COVID-19,Not Specified
781,NOSOCOMIAL INFECTION,Not Specified
781,COVID-19,Not Specified
781,COVID-19,Not Specified
781,COVID-19,Not Specified
782,ASYMPTOMATIC INFECTIONS,Not Specified
782,COVID-19,Not Specified
783,COVID-19,Not Specified
783,GENITO URINARY CANCER,Not Specified
784,COVID-19,Not Specified
785,COVID-19,Not Specified
786,COVID-19,Not Specified
786,RESPIRATORY ILLNESS,Not Specified
787,COVID-19,Not Specified
787,COVID-19,Not Specified
788,COVID-19,Not Specified
789,COVID-19,Not Specified
790,COVID-19,Not Specified
791,COVID-19,Not Specified
792,COVID-19,Not Specified
793,COVID-19,Not Specified
794,COVID-19,Not Specified
795,COVID-19,Not Specified
796,COVID-19,Not Specified
797,COVID-19,Not Specified
798,COVID-19,Not Specified
799,COVID-19,Not Specified
799,COMA,Not Specified
799,CONSCIOUSNESS DISORDER,Not Specified
800,COVID-19,Not Specified
801,COVID-19,Not Specified
802,COVID-19,Not Specified
803,COVID-19,Not Specified
804,COVID-19,Not Specified
805,COVID-19,Not Specified
806,COVID-19,Not Specified
807,COVID-19,Not Specified
808,HIV PATIENTS,Not Specified
809,COVID-19,Not Specified
810,COVID-19,Not Specified
811,COVID-19,Not Specified
812,SARS,Not Specified
812,COVID-19,Not Specified
813,COVID-19,Not Specified
814,COVID-19,Not Specified
814,COVID-19,Not Specified
815,COVID-19,Not Specified
816,"CHRONIC LYMPHOCYTIC LEUKEMIA, LYMPHOCYTIC LYMPHOMA OR WALDENSTROM DISEASE",Not Specified
817,COVID-19,Not Specified
817,CRITICAL ILLNESS,Not Specified
818,COVID-19,Not Specified
819,COVID-19,Not Specified
820,COVID-19,Not Specified
821,COVID-19,Not Specified
821,ANGIOTENSIN II RECEPTOR ANTAGONIST ADVERSE REACTION,Not Specified
822,VACCINE REFUSAL,Not Specified
823,COVID-19,Not Specified
823,COVID-19,Not Specified
823,ANOSMIA,Not Specified
823,DYSGEUSIA,Not Specified
824,COVID-19,Not Specified
825,IBD,Not Specified
825,COVID-19,Not Specified
826,COVID-19,Not Specified
826,HEART FAILURE,Not Specified
827,COVID-19,Not Specified
828,COVID-19,Not Specified
828,CRITICAL CARE,Not Specified
828,INTENSIVE CARE UNITS,Not Specified
828,HEALTH PERSONNEL,Not Specified
829,COVID-19,Not Specified
830,COVID-19,Not Specified
831,SMOKING BEHAVIORS,Not Specified
832,COVID-19,Not Specified
833,COVID-19,Not Specified
833,PNEUMONIA,Not Specified
833,INFLAMMATORY RESPONSE,Not Specified
834,COVID-19,Not Specified
835,COVID-19,Not Specified
836,COVID-19,Not Specified
837,COVID-19,Not Specified
838,COVID-19,Not Specified
839,COVID-19,Not Specified
840,COVID-19,Not Specified
841,COVID-19,Not Specified
842,COVID-19,Not Specified
842,CANCER,Not Specified
843,COVID-19,Not Specified
844,COVID-19,Not Specified
844,COVID-19,Not Specified
844,THROMBOSIS,Not Specified
844,ARDS,Not Specified
844,THROMBOPHILIA,Not Specified
844,"THROMBOSES, INTRACRANIAL",Not Specified
844,"THROMBOSES, DEEP VEIN",Not Specified
844,RAAS,Not Specified
845,COVID-19,Not Specified
845,COVID-19,Not Specified
845,IMMUNOMODULATION,Not Specified
846,COVID-19,Not Specified
847,COVID-19,Not Specified
848,AIRWAY MANAGEMENT,Not Specified
849,COVID-19,Not Specified
850,COVID-19,Not Specified
850,COVID-19,Not Specified
851,COVID-19,Not Specified
852,COVID-19,Not Specified
853,COVID-19,Not Specified
854,COVID-19,Not Specified
855,COVID-19,Not Specified
855,PERIODONTITIS,Not Specified
856,COVID-19,Not Specified
857,COVID-19,Not Specified
858,INFECTION,Not Specified
858,"VIRAL, AGENT AS CAUSE OF DISEASE CLASSIFIED ELSEWHERE",Not Specified
859,SARS,Not Specified
860,COVID-19,Not Specified
861,COVID-19,Not Specified
862,COVID-19,Not Specified
862,COVID-19,Not Specified
863,COVID-19,Not Specified
864,COVID-19,Not Specified
864,NEUROLOGICAL COMPLICATION,Not Specified
865,COVID-19,Not Specified
865,COVID-19,Not Specified
866,COVID-19,Not Specified
867,COVID-19,Not Specified
868,COVID-19,Not Specified
869,COVID-19,Not Specified
870,COVID-19,Not Specified
871,COVID-19,Not Specified
872,COVID-19,Not Specified
873,COVID-19,Not Specified
874,COVID-19,Not Specified
874,PERIODONTAL DISEASES,Not Specified
875,COVID-19,Not Specified
876,COVID-19,Not Specified
877,COVID-19,Not Specified
878,COVID-19,Not Specified
878,TSH,Not Specified
878,CORTISOL,Not Specified
879,COVID-19,Not Specified
880,COVID-19,Not Specified
881,COVID-19,Not Specified
882,COVID-19,Not Specified
883,COVID-19,Not Specified
884,MYELOPROLIFERATIVE NEOPLASM,Not Specified
884,COVID-19,Not Specified
885,GYNECOLOGIC CANCER,Not Specified
885,BREAST NEOPLASM FEMALE,Not Specified
885,UTERINE NEOPLASMS,Not Specified
885,OVARIAN NEOPLASMS,Not Specified
885,UTERINE CERVICAL NEOPLASMS,Not Specified
885,VULVAR NEOPLASMS,Not Specified
885,VAGINAL NEOPLASMS,Not Specified
886,COVID-19,Not Specified
886,COVID-19,Not Specified
887,COVID-19,Not Specified
888,COVID-19,Not Specified
888,ENDOTHELIAL FUNCTION,Not Specified
889,COVID-19,Not Specified
889,CARDIOVASCULAR DISEASES,Not Specified
890,COVID-19,Not Specified
890,PNEUMONIA,Not Specified
891,COVID-19,Not Specified
892,COVID-19,Not Specified
892,HEMATOPOIETIC AND LYMPHOID CELL NEOPLASM,Not Specified
892,MALIGNANT SOLID NEOPLASM,Not Specified
892,METASTATIC MALIGNANT SOLID NEOPLASM,Not Specified
893,COVID-19,Not Specified
893,COVID-19,Not Specified
894,COVID-19,Not Specified
895,COVID-19,Not Specified
896,COVID-19,Not Specified
897,COVID-19,Not Specified
898,COVID-19,Not Specified
899,COVID-19,Not Specified
900,COVID-19,Not Specified
901,COVID-19,Not Specified
902,DIABETES,Not Specified
902,COVID-19,Not Specified
903,COVID-19,Not Specified
904,COVID-19,Not Specified
904,COVID-19,Not Specified
904,COVID-19,Not Specified
905,COVID-19,Not Specified
905,COVID-19,Not Specified
905,COVID-19,Not Specified
906,COVID-19,Not Specified
907,COVID-19,Not Specified
908,COVID-19,Not Specified
909,COVID-19,Not Specified
910,COVID-19,Not Specified
911,COVID-19,Not Specified
911,"KNOWLEDGE, ATTITUDES, PRACTICE",Not Specified
912,COVID-19,Not Specified
912,MENTAL HEALTH DISORDER,Not Specified
913,COVID-19,Not Specified
913,VITAMIN D DEFICIENCY,Not Specified
914,COVID-19,Not Specified
915,COVID-19,Not Specified
916,COVID-19,Not Specified
917,COVID-19,Not Specified
918,CRITICAL ILLNESS,Not Specified
918,COVID-19,Not Specified
918,RESPIRATORY FAILURE,Not Specified
918,COVID-19,Not Specified
919,COVID-19,Not Specified
920,COVID-19,Not Specified
921,COVID-19,Not Specified
922,COVID-19,Not Specified
923,CARDIOVASCULAR DISEASE ACUTE,Not Specified
923,CARDIOMYOPATHIES,Not Specified
923,COVID-19,Not Specified
924,COVID-19,Not Specified
925,COVID-19,Not Specified
926,COVID-19,Not Specified
927,MULTIPLE MYELOMA,Not Specified
927,COVID-19,Not Specified
928,COVID-19,Not Specified
929,COVID-19,Not Specified
930,INFECTION CONTROL,Not Specified
930,COVID-19,Not Specified
931,COVID-19,Not Specified
931,COVID-19,Not Specified
932,COVID-19,Not Specified
932,THROMBOTIC MICROANGIOPATHIES,Not Specified
932,ACUTE KIDNEY INJURY,Not Specified
933,COVID-19,Not Specified
934,COVID-19,Not Specified
935,COVID-19,Not Specified
935,COVID-19,Not Specified
936,COVID-19,Not Specified
937,COVID-19,Not Specified
